according to,"根据, 按照；取决于；据…所说"
chilly,"a. 寒冷的, 冷淡的, 不友好的
"
chin,"n. 下巴, 颏
"
chip,"n. 屑片, 薄片, 碎片
vt. 削, 切, 削成碎片, 使摔倒, 凿
vi. 削下屑片
"
choke,"vt. 窒息, 阻塞, 噎, 抑制
vi. 窒息, 阻塞, 噎
n. 窒息, 噎, 阻气门"
chord,"n. 弦, 和音
"
chore,"n. 零工, 家务
"
chorus,"n. 合唱队, 齐声
v. 齐声说道, 合唱"
Christ,"n. 基督, 救世主"
Christian,"n. 基督徒, 正派人
a. 基督的, 基督教的"
Christianity,"n. 基督教, 基督教精神"
chronic,"a. 慢性的, 习惯性的
n. 慢性病患者"
chronological,"a. 年代学的, 按时间顺序的, 按照年月顺序的
"
chrysanthemum,n. 菊花
chuckle,"n. 咯咯的笑声, 轻笑
vi. 咯咯的笑, 咕咕叫"
chunk,"n. 大块, 矮胖的人(或物)
"
churchyard,"n. 教堂墓地, 教堂庭院"
cider,"n. 苹果汁, 苹果酒
"
circuit,"n. 电路, 环(行)道, 巡回
"
circular,"a. 圆形的, 循环的, 间接的
"
circumference,"n. 圆周, 周缘, 胸围
"
circus,"n. 马戏团, 马戏, 竞技场"
civilize,"vt. 使开化, 使文明
vi. 变文明"
civilise,"vt. 开化, 使文明, (非正式)教化, 使文雅, 教育, 教导
vi. 变成文明社会"
clam,"n. 蛤, 沉默寡言的人
vi. 捞蛤"
clamor,"n. 喧闹, 叫嚷, 大声的要求
v. 喧嚷, 大声地要求"
clamour,"n. 喧闹
v. 大声地要求"
clamp,"n. 夹钳
vt. 夹紧, 强加"
clan,"n. 氏族, 宗族, 集团
"
clang,"n. 当当声, 铿锵声
vi. 发出当当声, 发铿锵声
vt. 使发铿锵声"
clap,"n. 拍手, 拍手声, 霹雳声, 花柳病
v. 鼓掌, (使)啪地关上"
clarify,"vi. 澄清, 阐明
vt. 使明晰"
clarity,"n. 清楚, 明晰
"
clash,"n. 冲突, 撞击声, 抵触
vi. 冲突, 抵触
vt. 使发出撞击声
"
clasp,"n. 扣子, 钩, 紧握
v. 扣紧, 紧握"
classic,"n. 古典作品, 杰作, 大艺术家
a. 第一流的, 最优秀的, 古典的"
classical,"a. 古典的, 正统派的, 经典的
"
classified,"a. 分类的, 被归入某类的, 被指定为机密的
"
classify,"vt. 分类, 归类, 分等
"
clause,"n. 子句, 条款
"
claw,"n. 爪, 螯, 抓伤
v. 用爪抓, 挖, 搜刮"
clay,"n. 泥土, 肉体, 黏土
"
clearway,n. 超高速道路
clench,"n. 牢牢抓住, 钉紧, 敲弯钉尖
vt. 紧握, 牢牢地抓住, 确定, 敲弯
vi. 握紧, 钉牢"
click,"n. 咔哒声, 啪嗒声
vi. 作咔哒声
vt. 使发咔哒声
"
cliff,"n. 悬崖, 绝壁"
climax,"n. 高潮, 极点, 层进法
v. (使)达到顶点, (使)达到高潮"
clinical,"a. 临床的, 门诊部的
"
cloak,"n. 斗蓬, 大氅, 掩护
vt. 遮掩, 隐匿, 使披斗蓬"
clockwise,"a. 顺时针方向的
adv. 顺时针方向地"
closely,adv. 接近地
closure,"n. 关闭
vt. 使终止"
clown,"n. 小丑, 乡下人"
clumsy,"a. 笨拙的, 不雅观的, 粗陋的"
cluster,"n. 串, 丛, 群, 簇
vi. 成串, 丛生
vt. 使聚集
"
clutch,"n. 抓紧, 掌握, 离合器, 一窝小鸡
vt. 抓住, 踩汽车离合器踏板
vi. 抓
"
coalition,"n. 结合体, 结合, 联合
"
coarse,"a. 粗糙的, 下等的, 粗俗的
"
coastal,"a. 海岸的, 沿海的, 沿岸的
"
cobbler,"n. 皮匠, 补鞋匠, 笨工匠"
cobweb,"n. 蜘蛛网, 蛛丝, 混乱
vt. 使布满蛛网"
cockroach,"n. 蟑螂
"
coconut,"n. 椰子
"
cocoon,"n. 茧
"
cod,"n. 鳕, 欺骗, 愚弄
v. 欺骗, 愚弄"
coffin,"n. 棺材, 灵柩
vt. 把...装进棺材"
coil,"n. 线圈, 盘绕, 骚动, 卷
vt. 盘绕, 卷"
coinage,"n. 造币
"
coincidence,"n. 巧合, 同时发生
"
collaborate,"vi. 合作, 勾结
"
collaboration,"n. 合作, 勾结
"
collapse,"n. 崩溃, 倒塌, 虚脱
vi. 倒塌, 崩溃, 瓦解
vt. 使倒塌, 折叠
"
collegiate,"a. 学院的
"
collide,"vi. 碰撞, 互撞, 抵触"
collision,"n. 碰撞, 冲突, 抵触
"
colloquial,"a. 会话的, 口语的, 口语体的"
colon,"n. 冒号, 结肠
"
colonel,"n. 陆军上校, 长官"
colonial,"a. 殖民的, 殖民地的
"
colonialist,"n. 殖民主义者
"
colony,"n. 殖民地, 移民队
"
columnist,n. 专栏作家
coma,"n. 昏迷, 麻木, 彗发
"
combatant,"n. 争斗者, 格斗者
"
combustion,"n. 燃烧, 骚动
"
comedian,n. 喜剧演员
comet,n. 彗星
comic,"n. 连环漫画, 喜剧演员, 滑稽的人
a. 滑稽的, 有趣的, 喜剧的"
comma,"n. 逗点, 逗号"
commander,"n. 司令官, 指挥官"
commandment,n. 戒律
commemorate,vt. 纪念
commence,"v. (使)开始, 得学位"
commend,"vt. 嘉奖, 委托给, 推荐"
commendation,"n. 赞赏, 嘉奖, 推荐"
commentary,"n. 注释, 评论, 说明
"
commission,"n. 委任状, 任官令, 所委职责, 佣金, 犯, 委托, 所托之事
vt. 委任, 委托制作, 使服役"
commissioner,"n. 委员, 理事, 行政长官
"
commitment,"n. 委托, 交押, 承担义务, 赞助
"
committed,"a. 献身于某种事业的
"
commodity,"n. 农产品, 商品, 有用的物品
"
commonplace,"n. 寻常事, 老生常谈, 普通的东西
a. 平凡的, 普通的"
commonwealth,n. 共和国；联邦；国民整体
commune,"n. 恳谈, 社区, 公社
vi. 亲密交谈, (感情上)融为一体"
communism,n. 共产主义
communist,"n. 共产主义者, 共产党员
"
compact,"a. 紧凑的, 紧密的, 简洁的
vt. 使紧密结合, 压缩
vi. 变坚实"
comparable,"a. 可比较的, 比得上的"
comparative,"a. 比较的, 相对的
n. 对手"
compartment,"n. 分隔间, 卧车包房, 防水舱隔
"
compass,"n. 指南针, 范围, 音域
vt. 包围, 达到, 图谋, 理解"
compensate,"v. 偿还, 补偿, 付报酬"
competence,"n. 胜任, 职称, 能力
"
competent,"a. 能干的, 胜任的, 有效的, 足够的
"
compile,"vt. 编译, 编辑, 编纂, 收集
"
complacency,"n. 满足, 自鸣得意, 自满"
completely,"adv. 完全地, 十分地, 圆满地"
compliance,"n. 遵从, 顺从, 屈从
"
complicity,"n. 同谋, 串通, 复杂
"
compliment,"n. 称赞, 恭维, 敬意
vt. 称赞, 褒扬, 恭维"
complimentary,"a. 问候的, 称赞的, 夸奖的"
comply,"vi. 顺从, 依从
"
component,"n. 元件, 组件, 成分
a. 组成的, 构成的
"
composer,"n. 作曲家, 作家, 调停者"
composition,"n. 作文, 创作, 组成
"
comprehensible,a. 可理解的
compress,"vt. 压缩, 压紧
vi. 受压缩小
"
compressor,"n. 压缩物, 压缩机, 压肌
"
comprise,"vt. 包含, 构成"
compute,"v. 计算, 估算
n. 计算, 估算"
conceal,"vt. 隐藏, 掩盖, 隐瞒
"
conceit,"n. 自负, 空想, 狂妄"
conceited,"a. 自负的, 逞能的, 狂想的"
conceivable,"a. 想得到的, 可想象的, 可理解的"
conceive,"vt. 构思, 认为
vi. 怀孕"
conceptual,"a. 概念的
"
concerning,"prep. 关于
"
concise,"a. 简洁的, 简明的"
concrete,"n. 凝结物, 混凝土
a. 具体的, 实在的, 混凝土的
v. (使)凝结, 用混凝土浇筑"
concubine,"n. 妾, 姘妇
"
condemn,"vt. 判刑, 责备, 谴责
"
condense,"vt. 使浓缩, 使压缩, 缩短
vi. 浓缩, 凝结"
conditioner,"n. 调节器, 土壤团粒结构促进剂
"
condolence,"n. 哀悼, 吊唁"
conductive,"a. 传导性的, 有传导力的, 传导的
"
conductor,"n. 领导者, 指挥者, 售票员, 向导
"
cone,"n. 圆锥体, 球果
vt. 使成锥形"
confess,"v. 承认, 坦白, 忏悔, 供认"
confession,"n. 承认, 坦白, 招供
"
confidential,"a. 机密的, 获他人信赖的, 易于信任他人的
"
confiscate,"vt. 没收, 把...充公, 查抄
a. 被没收的"
conform,"vt. 使一致, 使遵守, 使符合
vi. 一致, 符合, 适应"
conformity,"n. 遵照, 适合, 一致, 相似
"
congestion,"n. 拥挤, 充血
"
congratulate,"vt. 祝贺, 庆贺"
congregation,"n. 集合, 聚集
"
congressman,"n. 国会议员, 众议院议员
"
congruence,"n. 适合, 一致, 和谐"
congruent,"a. 适合的, 一致的, 合谐的, 全等的"
conical,"a. 圆锥形的, 圆锥的
"
conifer,"n. 松柏目植物, 针叶树"
conquest,"n. 战胜, 征服, 战利品
"
conscience,"n. 良心
"
conscientious,"a. 有责任心的, 负责的, 本着良心的
"
conscientiously,"adv. 认真, 凭良心做, 尽心尽责, 谨慎, 诚心诚意"
conscious,"a. 有意识的, 知觉的, 觉察的
"
consciousness,"n. 意识, 知觉, 自觉
"
consecutive,"a. 连续的, 联贯的
"
consent,"n. 同意, 许可
vi. 同意, 赞同"
consequent,"n. 随后发生的事情, 结果
a. 作为结果的, 合乎逻辑的"
conservation,"n. 保护, 保存
"
conservatism,"n. 保守, 守旧性, 保守主义, "
considerable,"a. 相当的, 可观的, 重要的"
considerate,"a. 体贴的, 体谅的, 考虑周到的"
consideration,"n. 考虑, 原因
"
considering,"prep. 就...而论
conj. 考虑到"
consistency,"n. 坚硬性, 黏稠度, 一致性
"
consistent,"a. 一致的, 坚持的, 并立的, 坚固的"
consolidate,"vt. 巩固, 使联合, 统一
vi. 巩固
"
consonant,"n. 辅音
a. 一致的, 调和的"
constable,"n. 治安官, 警官, 总管
"
constantly,"adv. 不变地, 不断地, 时常地"
constellation,"n. 星座, 荟萃
"
constituency,"n. 选民, 顾客, 读者
"
constitute,"vt. 构成, 组成, 任命
"
constitution,"n. 构成, 宪法, 体格
"
constitutional,"a. 宪法的, 立宪的, 体质的
"
consul,"n. 领事, 执政官
"
consultant,"n. 顾问, 征询意见者
"
consultation,"n. 请教, 咨询, 磋商会
"
contaminate,"vt. 弄污, 弄脏, 污染, 毒害
"
contempt,"n. 轻视, 轻蔑
"
contemptuous,"a. 轻蔑的, 鄙视的, 瞧不起人的"
contention,"n. 争论, 争辩, 所持的论点
"
contestant,"n. 竞争者
"
continental,"a. 大陆的, 洲的
n. 欧洲大陆人"
contraction,"n. 收缩, 缩写式, 害病
"
contractor,"n. 立契约的人, 承包商
"
contradictory,"a. 反驳的, 反对的, 抗辩的
n. 矛盾因素, 对立物"
contrary,"a. 相反的, 矛盾的, 对立的
n. 相反, 对立面
adv. 相反地"
contributor,"n. 贡献者, 捐助者, 赠送者, 投稿者
"
controversial,"a. 争论的, 论争的, 被议论的"
controversy,"n. 论争, 辩论, 论战, 争论
"
convention,"n. 大会, 协定, 惯例, 约定
"
converse,"n. 相反的事物, 倒, 逆向
a. 相反的, 逆向的, 颠倒的
vi. 交谈, 谈话"
converse,"n. 相反的事物, 倒, 逆向
a. 相反的, 逆向的, 颠倒的
vi. 交谈, 谈话"
conversion,"n. 转变, 转换, 改变宗教信仰, 换位法
"
convex,"a. 中凸的, 凸圆的, 凸面的
n. 凸状, 凸面体, 凸面结构"
conviction,"n. 定罪, 信服, 坚信
"
convincing,"a. 使人信服的, 有力的, 令人心悦诚服的"
coordinate,"n. 同等的人(或物), 坐标
a. 同等的, 并列的
v. (使)协调"
cop,"n. 警官
vt. 抓住"
copper,"n. 铜, 警察
"
coral,"n. 珊瑚, 珊瑚色
"
cord,"n. 绳索, 束缚
"
cordial,"n. 兴奋剂, 补品
a. 热忱的, 诚恳的, 有兴奋作用的"
corduroy,"n. 灯芯绒, 用灯芯绒布制的衣服, 灯芯绒裤子
a. 灯芯绒做的, (路、桥)用木头铺排成的"
cork,"n. 软木塞, 软木树, 软木
"
cornea,"n. 角膜
"
cornerstone,"n. 奠基石, 基础"
corporal,"n. 下士
a. 肉体的, 身体的, 个人的"
corporation,"n. 公司, 合作, 法人团体
"
corpse,"n. 尸体
"
correspondence,"n. 相符, 通信, 信件
"
correspondent,"n. 通讯记者, 通信者
"
corridor,"n. 走廊, 回廊, 人口密集地带"
corruption,"n. 腐败, 堕落, 贪污
"
cosmic,"a. 宇宙的, 宇宙航行的, 无限的, 有秩序的
"
cosmopolitan,"a. 世界主义的, 世界性的, 全世界的, 遍生的, 不偏狭的, 卓有见识的
n. 世界主义者, 世界性"
cosmos,"n. 宇宙, 秩序, 和谐, 大波斯菊
"
cosy,"a. 温暖舒适的
n. 保暖套"
cot,"n. 行军床, 小屋, (家畜等的)棚, (家畜等的)栏
"
cottage,"n. 小屋, 茅舍"
councilor,"n. 地方议会成员, 议会委员, 顾问, 评议员, 参赞"
councillor,"n. 地方议会成员, 议会委员, 顾问, 评议员, 参赞
"
counsel,"n. 商议, 忠告, 法律顾问
v. 商议, 劝告"
counselor,"n. 顾问, 参事, 法律顾问"
countable,"a. 能算的, 可计算的
n. 可数的东西, 可数名词"
counterattack,"n. 反攻, 反击
v. 反攻, 反击"
counterdrug,n. 解瘾药
countess,"n. 伯爵夫人, 女伯爵"
coupon,"n. 息票, 赠券
"
courageous,"a. 勇敢的, 大胆的, 有胆量的"
courteous,"a. 彬彬有礼, 谦恭的"
courtesy,"n. 礼貌, 谦恭, 好意
"
coward,"n. 懦弱的人, 胆小的人"
cowardly,"a. 怯懦的, 懦弱的；胆小的"
cowboy,"n. 牛仔, 牛郎, 牧童"
crab,"n. 螃蟹, 偏航, 脾气乖戾的人, 沙果
vi. 捕蟹, 偏航, 发牢骚
vt. 使偏航, 抱怨, 破坏"
crack,"n. 裂缝, 爆裂声
v. (使)爆裂, (使)裂开, (使)发出爆裂声
a. 第一流的
adv. 啪地一声"
cracker,"n. 饼干, 爆竹
"
cradle,"n. 摇篮, 发祥地, 孩提时代
vt. 放在摇篮内, 抚育
vi. 刈割"
craftsman,"n. 工匠, 技工, 手艺人"
crafty,"a. 狡诈的, 诡计多端的, 巧妙的"
crag,"n. 峭壁, 危岩
"
crane,"n. 鹤, 起重机
vt. 伸颈, 起重机起吊
vi. 伸颈看, 迟疑"
crash,"n. 哗啦声, 猛撞, 崩溃, 粗布
v. 撞碎, 破碎, (使)...坠毁
a. 速成的
"
crate,"n. 板条箱, 装货箱
"
crawl,"n. 爬行, 匍匐而行, 养鱼池
v. 爬行"
craze,"n. 狂热, 大流行
v. (使)发狂, (使)开裂"
creamy,"a. 含乳脂的, 乳脂状的, 奶油色的
"
creditor,"n. 债权人
"
credulous,"a. 轻信的, 易受骗的"
creed,"n. 宗教信条, 教义, 纲领"
creek,"n. 小溪, 小河, 小湾"
creep,"n. 爬, 徐行, 蠕动
vi. 爬, 蔓延, 潜行"
crest,"n. 冠, 饰毛, 头盔的顶部
vi. 到达绝顶
vt. 加以顶饰"
crib,"n. 婴儿小床, 食槽, 蓄栏
vi. 抄袭
vt. 拘禁, 关入栅栏"
cricket,"n. 蟋蟀, 板球"
crimson,"n. 深红色
a. 深红色的
v. (使)变为深红色, 脸红"
cripple,"n. 跛者, 残废
vt. 使跛, 使成残废, 削弱
a. 跛的, 残废的"
crisis,"n. 危机, 危险期, 紧要关头
"
crisp,"a. 脆的, 新鲜的, 活泼的
v. (使)烘脆, (使)拳曲, (使)起皱
n. 松脆物"
criterion,"n. 标准, 准则, 规范
"
critic,"n. 批评家, 鉴定家"
criticism,"n. 批评, 评论, 非难
"
criticize,"v. 批评, 吹毛求疵, 非难"
criticise,"v. 批评, 吹毛求疵, 非难"
crocodile,n. 鳄鱼
crosscheck,"n. 反复核对, 核查
vt. 反复核对, 核查"
crouch,"n. 蹲伏, 蜷缩
vi. 蹲下, 蜷着, 缩着
vt. 低头"
crow,"n. 啼叫, 乌鸦, 鸡鸣, 撬棍
vi. 啼叫, 报晓"
crown,"n. 王冠, 王权, 顶点
vt. 使成王, 加冕, 居...之顶"
crude,"a. 天然的, 未成熟的, 粗糙的, 粗鲁的
n. 天然的物质"
cruiser,"n. 巡洋舰, 巡航飞机, 警察巡逻车"
crumb,"n. 碎屑, 面包屑, 少许
vt. 捏碎, 弄碎"
crumble,"v. (使)粉碎, (使)成为碎屑, 瓦解, 崩溃, 败落"
crusade,"n. 改革运动, 十字军东侵
vi. 从事改革运动, 加入十字军"
crush,"n. 压碎, 粉碎, 群众, 迷恋
vt. 压破, 征服, 塞, 弄皱, 榨出
vi. 被压碎, 起皱, 挤"
crust,"n. 外壳, 坚硬外皮, 面包皮
vt. 盖以硬皮
vi. 结硬皮"
crutch,"n. 拐杖, 支撑, 依靠
vt. 支撑"
crystal,"n. 水晶, 水晶装饰品, 结晶
a. 水晶的, 水晶一样的, 透明的"
cube,"n. 立方体, 立方
"
cubic,"a. 立方体的, 立方的
"
cue,"n. 提示, 线索
vt. 给...暗示(或提示)
"
cuff,"n. 袖口, 一巴掌
vt. 用巴掌打
vi. 殴斗"
cuisine,"n. 烹调风格, 烹调法, 烹饪, 厨房"
cultivated,"a. 耕耘的, 栽植的, 有教养的"
cunning,"a. 狡猾的, 巧妙的, 可爱的
"
curable,"a. 可医治的, 医得好的
"
curb,"n. 抑制, 勒马绳, 边石
vt. 抑制, 束缚, 勒住"
curiosity,"n. 好奇心, 新奇的事物, 珍品"
curl,"n. 拳曲, 鬈发
vt. 弄卷
vi. 拳曲, 弯曲"
currency,"n. 货币, 通货, 流通, 通用
"
curry,"n. 咖哩粉, 咖哩饭菜
vt. 用咖哩粉调味, 用马梳梳, 制革"
curse,"n. 咒骂, 诅咒
vt. 诅咒, 咒骂"
cursed,a. 被诅咒的
curve,"n. 曲线, 弯曲, 曲线球
vt. 弯, 使弯曲
vi. 成曲形"
custody,"n. 监护, 拘留, 监禁
"
cyclone,"n. 龙卷风, 暴风
"
cylinder,"n. 圆筒, 圆筒状物, 汽缸, 柱面
"
cynical,"a. 愤世嫉俗的, 讽刺的, 冷嘲的"
Czar,n. 沙皇
dab,"n. 少量, 轻拍, 比目鱼, 熟手
v. 轻拍, 轻擦"
dagger,"n. 匕首
vt. 用剑刺"
damn,"n. 一点, 诅咒, 丝毫
interj. 该死, 该死的
vt. 诅咒, 罚...下地狱
vi. 指责, 谴责, 骂...该死, 证明...有罪"
damned,"a. 可恶的, 该死的
adv. 非常"
damp,"n. 潮湿, 湿气
a. 潮湿的
vt. 使潮湿, 使阻尼, 抑止
vi. 变潮湿, 衰减"
dangle,"vi. 摇晃地悬挂着, 追求
vt. 使摇晃地悬挂
n. 悬垂"
darken,"vt. 弄暗, 使模糊
vi. 暗下来, 颜色变深"
dart,"n. 飞镖, 投射
vt. 投射
vi. 疾走, 突进"
dash,"n. 冲撞, 破折号, 短跑
vi. 猛冲, 冲撞
vt. 泼溅, 使猛撞, 搀和, 使破灭, 使沮丧"
daybreak,n. 黎明
daze,"vt. 使茫然, 使发昏, 使眼花缭乱
n. 迷乱, 眼花缭乱"
dazzle,"v. (使)眼花, 炫耀
n. 耀眼"
deadline,"n. 最后期限, 截止期限
"
deadweight,"n. 自重, 重负
"
deafen,"vt. 使聋
vi. 变聋"
dean,"n. 院长, 主持牧师
"
deathly,"a. 死一般的
adv. 像死一样地"
debtor,"n. 债务人, 借主, 借方
"
debut,"n. 初次登台, 开张
v. 初次登台"
decade,"n. 十年, 十"
decay,"n. 衰退, 腐败
v. (使)衰退, (使)腐败"
deceased,"a. 已故的
n. 死者"
deceit,"n. 欺骗, 谎言
"
deceitful,a. 欺诈的
deception,"n. 欺骗, 诡计
"
deceptive,"a. 迷惑的, 虚伪的, 欺诈的"
decibel,"n. 分贝
"
decidedly,"adv. 决定了, 坚决, 明显, 显而易见, 显然, 明确, 果断, 毫无疑问"
decimal,"a. 十进位的, 小数的
n. 十进制, 小数
"
decisive,"a. 决定性的, 坚定的, 果断的"
declaration,"n. 宣告, 说明, 宣布
"
decode,"vt. 解码, 译解
"
decoration,"n. 装饰, 装饰品"
decorative,a. 装饰性的
decrease,"n. 减少, 减少量
v. 减少"
decree,"n. 法令, 判决, 天意
vt. 颁布, 判决
vi. 发布命令"
deduct,"vt. 扣除, 减去
"
deduction,"n. 减除, 扣除, 减除额, 推论
"
default,"n. 违约, 不履行责任, 缺席, 默认值
v. 疏怠职责, 缺席, 拖欠, 默认
"
defect,"n. 缺点
"
defendant,"n. 被告
"
defender,"n. 防卫者, 防护者, 辩护者
"
defensible,"a. 可防卫的, 可防护的, 可辩护的
"
defiance,"n. 蔑视, 挑战
"
defiant,"a. 挑衅的, 目中无人的"
deficient,"a. 不足的, 不充分的, 有缺陷的"
deficit,"n. 赤字, 不足额
"
deflect,"vt. 转移, 使偏斜
vi. 偏斜"
defy,"vt. 藐视, 挑衅, 使落空
n. 挑战"
delegation,"n. 代表团, 派遣代表团, 代表的地位(或权力)
"
delete,"vt. 删除
"
deli,n. 熟食店；熟食品（等于delicatessen）
deliberate,"a. 深思熟虑的, 故意的, 从容的
v. 仔细考虑"
delicacy,"n. 细软, 精致, 精美的食品, 娇气, 微妙, 棘手, 娇弱, 灵敏, 灵巧"
delicatessen,n. 熟食店
delinquency,"n. 行为不良, 失职
"
delinquent,"n. 行为不良的人, 违法者
a. 怠忽的, 有过失的"
delta,"n. 三角洲, 希腊字母的第四个字
"
delusion,"n. 迷惑, 欺瞒, 错觉
"
demagogy,"n. 煽动, 蛊惑民心的宣传
"
demanding,"a. 要求高的, 费力的"
demerit,"n. 缺点, 短处, 过失"
democracy,"n. 民主政治, 民主主义
"
democrat,"n. 民主人士, 民主主义者, 民主党党员
"
demolish,"vt. 毁坏, 破坏, 粉碎"
demonstration,"n. 示范, 实证
"
demonstrative,"a. 说明的, 指示的"
den,"n. 兽穴, 洞穴
"
denial,"n. 否认
"
denomination,"n. 名称, 教派, 面额
"
denominator,"n. 分母, 命名者
"
denote,"vt. 指示, 表示"
denounce,"vt. 告发, 抨击, 谴责
"
dense,"a. 密集的, 浓厚的"
densely,"adv. 浓密地, 浓厚地"
density,"n. 密度
"
dental,"a. 牙齿的
"
denture,"n. 一副假牙, 一副牙齿, 齿列
"
deny,"v. 否认, 拒绝"
departure,"n. 离开, 出发, 违背, 偏离
"
dependant,"n. 家眷, 侍从, 食客
"
depict,"vt. 描述, 描写"
deport,"vt. 举止, 驱逐出境
"
deposition,"n. 免职, 作证, 沉淀
"
depreciation,"n. 价值减低, 减价, 跌落, 贬低, 折旧
"
depress,"vt. 使沮丧, 压低, 降低, 使萧条
"
depressing,"a. 抑压的, 沉闷的, 阴沉的"
deprive,"vt. 剥夺, 使丧失
"
deputy,n. 副手，代理人
derelict,"a. 被抛弃了的, 无主的, 玩忽职守的
n. 遗弃物, 被遗弃的人, 玩忽职守者"
derivation,"n. 推论, 推导, 来历
"
derivative,"a. 引出的, 派生的
n. 引出之物, 派生物, 衍生字"
descendant,"n. 后裔, 子孙
a. 传下的, 下降的"
descent,"n. 降落, 家系, 侵袭, 血统
"
descriptive,"a. 描述的, 叙述的"
designate,"vt. 指定, 指明, 称呼
a. 已选出而未上任的"
designation,"n. 指示, 指定, 命名
"
desktop,"n. 桌面
"
desolate,a. 荒凉的
desolation,"n. 荒芜, 荒废, 荒凉"
despise,vt. 轻视
despot,"n. 专制君主, 暴君
"
destine,"vt. 注定, 预定"
destined,"a. 预定的, 注定的, 命定的"
destiny,"n. 命运, 定数"
destructive,"a. 毁灭性的, 破坏的, 有害的
"
detach,"vt. 使分离, 分遣
"
detached,"a. 超然的, 分离的, 冷淡的
"
detachment,"n. 分离, 分遣, 分遣队
"
detain,"vt. 扣留, 扣押, 耽搁
"
detect,"vt. 发现, 察觉, 探测
"
detective,"n. 侦探
a. 侦探的"
detector,"n. 发现者, 检验器, 检波器
"
detergent,"n. 清洁剂
"
deteriorate,v. (使)恶化
determination,"n. 决心, 果断
"
detriment,"n. 损害, 损害物
"
detrimental,a. 有害的
devilish,"a. 魔鬼似的, 该咒骂的, 可恶的, 邪恶的, 凶暴的, 异常的, 过分的, 非常的
adv. (非正式)非常, 过分地, 极"
devotion,"n. 热爱, 投入"
devour,"vt. 吞食, 挥霍, 吞没"
dew,"n. 露珠, 露水
vt. (用露水)沾湿
vi. 结露水"
dewdrop,n. 露水
diagnosis,"n. 诊断
"
diagnostic,"a. 诊断的, 有助于诊断的, 特征的
n. 诊断, 病的征候, 诊断法
"
diameter,"n. 直径
"
dictation,"n. 听写, 口述, 命令"
dictator,"n. 命令者, 独裁者"
dictatorship,"n. 独裁者之职位, 独裁, 独裁政权
"
