a,"第一个字母 A; 一个; 第一的
art. "
tail,"n. 尾部, 后部, 辫子, 随员, 特务, 燕尾服, 踪迹, 限定继承(权)
a. 在后面的, 从后面而来的, 限定继承的, 尾部的, 后部的
vt. 为...装尾, 附于其后, 尾随, 使搭牢, 跟踪, 监视
vi. 跟踪, 船尾搁浅"
take,"vt. 拿, 取, 抓, 带领, 获得, 就座, 接受, 吃, 吸引, 采取, 乘, 需要, 花费
vi. 吃掉对方棋子, 抓住, 起作用, 依法获得财产
n. 拿, 取, 收成, 奏效"
tale,"n. 故事, 谎言, 谣言, 陈述, 叙述
"
talent,"n. 天才, 才能, 有才干的人, 天资"
talented,"a. 天资高的, 有才能的"
talk,"n. 谈话, 交谈, 会谈, 讲话, 演讲, 空谈, 谣言, 方言, 语言
vi. 讲话, 演讲, 说话, 谈话, 交流, 闲聊, 说闲话
vt. 讲, 说, 讨论, 谈论
"
tall,"a. 高的, 长的, 夸大的
adv. 夸大地"
tape,"n. 带子, 录音带, 磁带, 窄带, 卷尺
vt. 以带子绑起, 测量, 录音
"
task,"n. 工作, 任务, 作业, 困难的工作
vt. 派给...工作, 使辛劳
"
taste,"n. 味道, 品味, 味觉, 感受, 体验, 爱好, 审美, 少量
vt. 尝, 察觉...的味道, 体会
vi. 品尝, 察觉味道, 有某种味道"
taxi,"n. 出租车
vi. 乘出租车
vt. 用出租车送"
tea,"n. 茶, 茶叶
"
teach,"vt. 教, 讲授, 教导, 教育
vi. 教书, 教学, 可以教"
teacher,"n. 教师, 老师, 导师"
team,"n. 队, 组
vt. 把马(牛)套在同一辆车上, 把...编成一组
vi. 驾驶卡车, 协作"
teammate,n. 队友
technology,"n. 技术, 工业技术, 术语
"
teen,"n. 愤怒, 悲哀"
teenage,a. 十三岁到十九岁的
teenager,n. 十三岁到十九岁的少年
telephone,"n. 电话, 电话机
v. 打电话"
television,"n. 电视
"
tell,"vt. 告诉, 说, 吩咐, 断定, 知道
vi. 讲述, 泄密, 告发, 表明"
temperature,"n. 温度, 发烧, 热度
"
ten,"num. 十, 十个"
tennis,n. 网球
tent,"n. 帐篷, 帷幕, 住处, 塞条, 塞子
vi. 住帐蓬, 宿营, 暂时居住
vt. 用帐篷遮盖, 使住帐篷, 用塞条嵌入"
tenth,"num. 第十, 十分之一"
term,"n. 术语, 专有名词, 期限, 学期, 任期, 条件, 价钱, 关系, 地位, 项, 界石
vt. 称, 呼
"
terrible,"a. 可怕的, 令人恐惧的, 极坏的"
terrified,a. 受惊吓的；感到恐惧的
terrorist,"n. 恐怖分子
"
test,"n. 测试, 试验, 化验, 检验, 考验, 甲壳
vt. 测试, 试验, 化验
vi. 接受测验, 进行测试"
text,"n. 文本, 正文, 课文, 主题, 圣经文句, 乐谱
"
textbook,n. 教科书
than,"conj. 比, 除...外
prep. 比"
thank,"n. 谢意, 感谢
vt. 谢谢, 感谢"
thankful,"a. 感谢的, 感激的, 欣慰的"
Thanksgiving,n. 感谢
that,"a. 那, 那个
conj. 以致, 因为
pron. 那
adv. 那么, 那样"
the,art. 那
theatre,"n. 戏院, 电影院, 剧场, 全体观众, 戏剧, 戏剧效果, 阶梯式讲堂, 场所"
their,pron. 他们的
theirs,pron. 他们的
them,"pron. 他们, 她们, 它们"
theme,"n. 主题, 话题, 题目"
themselves,"pron. 他们自己, 她们自己, 它们自己"
then,"adv. 然后, 当时
conj. 然后, 当时
n. 那时"
there,adv. 在那里
these,pron. 这些
they,"pron. 他们, 它们"
thick,"a. 厚的, 粗壮的, 浓的, 迟钝的, 浑浊的, 多雾的, 过分的, 口齿不清的
adv. 厚地, 密地, 浓浓地
n. 最浓处, 最厚处, 最密集处
"
thin,"a. 薄的, 细的, 瘦的, 稀疏的, 稀薄的, 淡的, 弱的, 空洞的
vt. 使变薄, 使变细, 使稀少, 使淡
vi. 变薄, 变细, 变少, 变淡
adv. 薄地, 稀疏地, 微弱地
n. 细小部分"
thing,"n. 事物, 东西, 物, 用品, 事, 事件, 情况, 行为, 特征"
think,"vt. 想, 考虑, 想起, 想像, 打算, 认为
vi. 思考, 料想
n. 想法
a. 思想的"
third,"num. 第三, 三分之一
"
thirsty,"a. 口渴的, 渴望的, 干燥的"
thirteen,"num. 十三, 十三个"
thirty,"num. 三十, 三十个"
this,"pron. 这, 本
a. 这, 本
adv. 这么"
those,pron. 那些
though,"adv. 然而, 可是
conj. 虽然, 纵然"
thought,"n. 想法, 思想, 思维, 关心, 挂念
think的过去式和过去分词"
thousand,"num. 千
a. 成千的, 许多的
n. 许许多多"
three,"num. 三, 三个"
through,"adv. 穿越, 从头至尾, 到底, 因为
prep. 经过, 穿过
a. 对穿的, 直达的, 完结的"
throw,"vt. 投, 掷, 抛, 发射, 摔下, 匆匆穿上(或脱下), 抛弃, 摆脱
vi. 丢, 掷, 抛
n. 投掷, 掷骰子, 冒险"
Thursday,n. 星期四
ticket,"n. 票, 券, 车票, 标签, 入场券, 证明书
vt. 加标签于, 为...购票"
tidy,"n. 椅子的背罩, 装杂物的容器
a. 整齐的, 有条理的
vt. 弄整齐, 收拾, 整理
vi. 整理, 收拾"
tie,"n. 带子, 线, 鞋带, 领带, 领结, 关系, 束缚, 平局, 不分胜负
vt. 系, 打结, 扎, 约束, 与...成平局
vi. 结合, 打结, 不分胜负"
tiger,"n. 老虎, 虎, 凶暴的人"
till,"prep. 直到, 在...以前, 迄
conj. 直到...为止
vt. 耕种
n. 放钱的抽屉, 备用现金, 冰碛"
time,"n. 时间, 时侯, 时机, 时期, 期限, 次数, 节拍, 暂停, 规定时间
vt. 测定...的时间, 记录...的时间, 计时, 定时
a. 时间的, 记时的, 定时的, 定期的, 分期的
"
tiny,"a. 很少的, 微小的"
tired,"a. 疲累的, 疲乏的, 厌倦的"
to,"prep. 到, 向, 趋于
adv. 向前"
today,"n. 今天, 当今, 现在
adv. 今天, 当今"
together,"adv. 一起, 共同, 彼此"
toilet,"n. 厕所, 梳妆
vi. 梳妆, 打扮, 上厕所
vt. 给...梳妆打扮"
tomato,"n. 番茄, 西红柿"
tomb,"n. 坟墓, 死亡
vt. 埋葬"
tomorrow,"n. 明天, 未来
adv. 明天, 未来地"
ton,"n. 吨
"
tonight,"n. 今晚, 今夜
adv. 今晚, 今夜"
too,"adv. 也, 非常, 太"
tool,"n. 工具, 机床, 傀儡
vt. 用工具加工
vi. 使用工具"
tooth,"n. 牙齿, 齿状物, 爱好
vt. 装以齿, 将...切成齿状
vi. 啮合"
toothache,"n. 牙痛
"
top,"n. 顶部, 顶端, 极点, 上面, 上部, 顶篷, 最高地位, 首位, 陀螺
a. 最高的, 顶上的, 头等的
vt. 盖, 加以顶, 高达, 超越
vi. 结束, 达到顶点, 高出
"
topic,"n. 主题, 论题, 话题"
total,"a. 全体的, 总的, 全然的
vt. 计算...的总和, 共计为
vi. 合计
n. 总数, 全体, 合计
adv. 统统"
touch,"n. 触觉, 碰, 触, 机灵, 轻触, 格调, 少许, 缺点, 弹力
vt. 接触, 触摸, 触及, 使接触, 达到, 涉及, 影响到, 使轻度受害, 感动
vi. 触摸, 接近, 涉及, 提到"
tour,"n. 旅游, 观光旅行, 任期
vi. 旅行, 周游, 巡回
vt. 周游, 观光, 游历, 使巡回演出"
tourist,"n. 观光客, 旅行者
a. 旅游的"
towards,"prep. 向, 对于, 为了"
towel,"n. 手巾, 毛巾
v. 擦干身子"
tower,"n. 塔, 高楼, 堡垒
vi. 高耸, 翱翔"
town,"n. 城镇, 市, 镇
"
toy,"n. 玩具, 小玩艺儿, 小型的东西, 消遣
a. 供玩耍的, 作为玩具的
vi. 玩弄, 戏弄, 调情"
trade,"n. 贸易, 商业, 交易, 生意, 职业, 顾客, 信风
vi. 进行交易, 做买卖, 经商, 对换, 购物
vt. 用...进行交换"
trader,"n. 商人, 商船
"
tradition,"n. 传说, 传统, 交付
"
traditional,"a. 传统的, 惯例的
"
traffic,"n. 交通, 通行, 运输, 交通量, 贸易, 交易, 交往, 通信量
vi. 交易, 做买卖
vt. 用...作交换
"
train,"n. 火车, 列车, 行列, 长队, 一连串的后果, 顺序
vt. 训练, 教育, 对准
vi. 受训练, 锻炼"
training,"n. 训练, 培养
"
translate,"vt. 翻译, 解释, 转化, 转变为, 调动
vi. 翻译, 被译
"
transportation,"n. 运输, 输送, 交通车辆
"
trash,"n. 垃圾, 废物
vt. 丢弃"
travel,"n. 旅行, 游历, 行进
vi. 旅行, 行进, 移动, 被传播
vt. 旅行, 通过, 使移动"
traveler,"n. 旅行者, 游客, 旅客, 旅行推销员, 活动起重架, 行车, 临时记帐单"
treasure,"n. 宝物, 财富
vt. 珍爱, 重视, 秘藏"
treat,"n. 宴请, 款待
vt. 视为, 对待, 论述, 治疗, 款待
vi. 讨论, 谈判, 作东"
tree,"n. 树, 木料, 树状物
vt. 把...赶上树
"
trick,"n. 诡计, 欺诈, 谋略, 恶作剧, 习惯, 决窍
vt. 愚弄, 欺骗, 装饰
vi. 哄骗, 戏弄
a. 有决窍的, 特技的, 欺诈的, 漂亮的, 靠不住的"
trip,"n. 旅行, 绊倒, 摔倒, 失足, 差错, 旅程
vt. 使跌倒, 使犯错, 使失败
vi. 轻快地走, 绊倒, 失误, 犯错, 结巴, 旅行, 远足"
trouble,"n. 烦恼, 麻烦, 困难, 动乱, 故障
vt. 困扰, 麻烦, 使烦恼, 折磨
vi. 烦恼, 费心"
trousers,"pl. 裤子, 长裤"
truck,"n. 卡车, 货车, 对...进行交易, 来往, 实物工资, (供应市场的)蔬菜, 废物, 废话
vt. 对...进行交易, 交往, 以卡车运输
vi. 驾驶卡车, 以物易物"
true,"a. 真实的, 正确的, 忠诚的, 可靠的, 纯粹的, 正式的
n. 真实, 准确
adv. 真实地, 准确地"
truly,"adv. 真实地, 不假"
trust,"n. 信任, 信赖, 相信, 受托, 职责, 信心, 托拉斯
a. 信托的, 托拉斯的
vt. 信赖, 信任, 相信, 盼望, 赊卖给
vi. 相信, 信赖, 依靠
"
truth,"n. 事实, 实情
"
truthful,"a. 说真话的, 诚实的, 真实的, 如实的
"
try,"n. 尝试, 试验, 审理, 审判
vt. 试, 尝试, 试验, 考验, 审问, 提炼
vi. 尝试, 试图"
T-shirt,"短袖运动衫,短袖汗衫"
Tuesday,n. 星期二
turkey,"n. 火鸡, 无用的家伙, 土耳其"
turn,"n. 转弯, 转动, 旋转, 翻转, 一圈, 顺次, 改动, 变化, 性格, 特色, 形状, 转折
vt. 使旋转, 转弯, 转动, 使转向, 驱赶, 阻挡, 兑换, 改写, 使作对, 绕过, 使流通
vi. 转动, 转弯, 转向, 翻转, 回转, 改变, 转身, 变成, 变质, 晕眩, 易脱手"
TV,"n. 电视；电视机
abbr. (=television)
"
twelfth,"num. 第十二, 十二分之一"
twelve,"num. 十二, 十二个"
twentieth,"num. 第二十, 二十分之一"
twenty,"num. 二十, 二十个"
twice,"adv. 两次, 两倍"
twin,"n. 双胞胎中一人, 一对非常相像的人(或物)中的一个
a. 双胞胎的, 成对的, 孪生的
vi. 生双胞胎, 成对
vt. 怀(双胞胎), 使成对"
two,"num. 二, 二个"
type,"n. 类型, 样式, 典型, 榜样, 标志, 符号, 型, 式
vi. 打字
vt. 作为代表, 测定类型, 用打字机打
"
typical,"a. 典型的, 象征性的
"
UFO,[网络] 不明飞行物；哈罗；好交通工具了
ugly,"a. 丑陋的, 邪恶的, 险恶的, 不祥的
n. 丑陋的人(或物)"
UK,"n. 英国；联合王国
abbr. United Kingdom 联合王国
"
unable,"a. 不能的, 不会的
"
unbelievable,a. 难以置信的
uncle,"n. 叔父, 伯父, 姨丈"
uncomfortable,"a. 不舒服的, 不自在的, 不安的"
uncrowded,"a. 不拥挤的,宽敞的"
under,"prep. 在...之下, 低于
a. 下面的, 从属的
adv. 在下面"
underground,"n. 地下, 地铁, 地道, 秘密活动
a. 地下的, 秘密的
adv. 在地下, 秘密地"
understand,"vt. 理解, 了解, 领会, 听说, 懂
vi. 懂得, 认为"
understanding,"n. 理解, 谅解
"
underwater,"a. 在水中的
adv. 在水下"
underwear,n. 内衣
uneasy,"a. 心神不安的, 不自在的, 不稳定的, 不舒服的"
unexpected,"a. 料想不到的, 突然的, 意外的
"
unfair,"a. 不公平的, 不正直的, 不正当的
"
unfamiliar,a. 不熟悉的
unfriendly,adv. 不友善地
unhappy,"a. 不快乐的, 不幸的, 不适当的"
unhealthy,a. 不健康的
uniform,"n. 制服
a. 统一的, 一律的, 始终如一的"
unimportant,a. 不重要的
unit,"n. 单位, 分队, 部队, 单元, 部件, 装置
a. 单位的, 单元的
"
universe,"n. 宇宙, 星系, (思想等)范围"
university,n. 大学
unless,"conj. 除非
prep. 除...之外"
until,"prep. 直到, 在...以前
conj. 直到...时, 在...以前"
up,"a. 向上的, 起床的, 涨的
adv. 向上, 上涨
prep. 在...上面, 向...的较高处"
upon,"prep. 在...之上, 迫近, 紧接着"
upset,"a. 弄翻的, 混乱的, 心烦的
vt. 弄翻, 颠覆, 推翻, 打乱, 使不适, 使心烦
vi. 翻倒"
upstairs,"a. 楼上的
adv. 在楼上, 向楼上, 处于更高地位
n. 楼层"
US,[网络] -我们
us,"pron. 我们
"
use,"n. 使用, 习惯, 使用价值, 用法, 使用权
vt. 使用, 利用, 运用, 耗费
vi. 惯常"
useful,"a. 有用的, 有益的
"
usual,"a. 平常的, 通常的"
usually,"adv. 通常, 大抵"
vacation,"n. 假期, 休假
"
valley,"n. 山谷, 溪谷, 流域, 凹地
"
valuable,"a. 有价值的, 贵重的, 宝贵的, 可估价的
"
value,"n. 价值, 价格, 购买力, 评价, 估价, 计算结果
vt. 评价, 估价, 重视
"
VCD,[电] 可变电容二极体的简写
vegetable,"n. 蔬菜, 植物, 无精打采之人
a. 蔬菜的, 植物的"
vehicle,"n. 交通工具, 车辆, 传播媒介
"
very,"a. 真正的, 恰好的, 十足的, 特有的
adv. 非常, 完全"
victory,"n. 胜利, 战胜, 克服"
view,"n. 视野, 风景, 见解, 视力, 观看, 视图, 指望, 意图, 印象
vt. 看, 考虑, 视察, 查看, 估量
"
village,"n. 村庄
a. 乡村的, 村庄的"
villager,n. 村民
violin,n. 小提琴
violinist,"n. 小提琴演奏者, 小提琴家"
visit,"n. 拜访, 访问, 游览, 视察
vt. 拜访, 访问, 参观, 视察, 降临
vi. 访问, 参观, 闲谈"
visitor,"n. 参观者, 游客, 访客
"
voice,"n. 声音, 嗓音, 嗓子, 愿望, 发言权, 表达, 喉舌, 语态
vt. 表达, 吐露, 调音"
volleyball,n. 排球
volunteer,"n. 志愿者
a. 志愿的
v. 自愿"
wait,"n. 等待, 等候
vt. 等候, 期待, 延缓, 伺候, 推迟
vi. 等, 等候, 耽搁, 伺候用餐
"
waiter,n. 侍者
waitress,"n. 女侍者, 女服务员"
wake,"vt. 叫醒, 激发
vi. 醒来, 醒着, 觉醒, 活跃起来
n. 守侯, 守夜, 尾迹, 痕迹"
walk,"n. 走, 散步, 步行, 行走的路程, 竞走, 散步场所
vi. 走路, 步行, 处世
vt. 走过, 遛, 使走, 护送...走"
wall,"n. 墙, 墙壁, 垣, 内壁, 分界物, 屏障
a. 墙的
vt. 给...建墙, 禁闭, 用墙围住
"
wallet,"n. 皮夹
"
want,"n. 需要的东西, 缺乏, 贫困, 需要
vt. 要, 希望, 应该, 缺少
vi. 生活困苦, 需要, 缺少"
war,"n. 战争, 战争状态, 战术, 军事, 冲突, 斗争, 竞争
vi. 进行战争, 作战, 打仗, 战斗
a. 战争的, 战时用的"
warm,"a. 暖和的, 暖的, 温暖的, 热烈的, 兴奋的, 激烈的, 多情的, 色情的
vt. 使温暖, 弄热, 使兴奋, 使充满仇恨
vi. 变暖和, 变温暖, 取暖, 激动, 同情, 爱好
n. 暖, 保暖物"
warmth,"n. 温暖, 温情, 暖和, 激动, 生气"
warn,"vt. 警告, 提醒, 通知
vi. 发出警告"
wash,"n. 洗, 洗涤, 冲洗, 洗的衣服, 冲积物, 洼地
vt. 洗, 洗涤, 洗清, 用水冲洗, 流过, 弄湿, 粉刷, 镀金属薄层于
vi. 洗涤, 洗澡, 被冲蚀, 漂浮"
washroom,n. 盥洗室
waste,"n. 浪费, 废物, 损耗, 消耗, 荒地, 垃圾, 地面风化物
a. 废弃的, 荒芜的, 多余的
vt. 浪费, 消耗, 使荒芜
vi. 浪费, 消耗, 变消瘦"
watch,"n. 观察, 手表, 看守, 守护, 监视, 值班人
vt. 看, 注视, 照顾, 看守, 守护, 监视
vi. 观看, 注视, 守侯"
water,"n. 水, 雨水, 海水, 水位, 水面, 流水
vt. 给...浇水, 供以水, 注入水, 使湿
vi. 流泪, 流口水, 加水
a. 水的, 水上的, 水生的, 含水的"
watermelon,n. 西瓜
wave,"n. 波, 波浪, 波动, 起伏, 高潮, 潮涌, 挥手致意, (气压)突变
vi. 波动, 飘动, 挥手示意, 起伏
vt. 使波动, 使飘扬, 挥舞, 使成波浪形"
way,"n. 路, 路线, 路途, 方法, 道路, 情形, 规模, 习惯, 行业, 方面
adv. 远远地, 非常"
we,pron. 我们
weak,"a. 不牢固的, 弱的, 虚弱的, 软弱的, 无力的, 无权力的, (论据等)不充分的
"
wealth,"n. 财富, 资源, 财产, 丰富, 富裕, 大量
"
wear,"n. 穿着, 戴, 使用, 耗损, 服装, 耐久性
vt. 穿着, 戴, 留(须、发等), 呈现, 磨损, 磨成, 耗损, 使疲乏, 消磨
vi. 磨损, 变旧, 耐久, 渐变, 渐渐消失"
weather,"n. 天气, 气象, 处境
a. 迎风的
vt. 使受风吹雨打, 侵蚀, 使风化, 经受住
vi. 风化, 受侵蚀, 经受风雨"
website,n. 网站（全球资讯网的主机站）
Wednesday,n. 星期三
week,"n. 星期, 周"
weekday,"n. 周日, 平日
"
weekend,"n. 周末, 周末休假"
weekly,"n. 周刊, 周报
a. 每周的, 一周一次的, 周刊的
adv. 每周, 一周一次"
weigh,"vt. 称...重量, 衡量, 把...压弯, 考虑, 权衡, 起锚
vi. 称分量, 有意义, 重压, 起锚
n. 过秤, 称分量"
weight,"n. 重, 重量, 体重, 砝码, 重大, 影响, 力量
vt. 加重量于, 压迫, 使加权, 称重量
"
welcome,"n. 欢迎, 欢迎词
a. 受欢迎的, 可随意的, 可喜的
vt. 欢迎, 接待
interj. 欢迎"
well,"n. 井, 泉水, 源泉, 好
v. 涌出
a. 健康的, 良好的, 适宜的, 恰当的
adv. 很好地, 适当地, 好意地, 很, 完全
interj. 好啦"
well known, 众所周知的; 出名的
west,"n. 西方, 西部
a. 西方的, 向西的
adv. 向西, 自西方, 在西方"
western,"n. 西方人, 西部片, 西部小说
a. 向西方的, 来自西方的, 西方的, 西洋的, 西部的"
wet,"n. 湿气, 潮湿, 水分, 雨天
a. 湿的, 潮的, 搞错的, 下雨的, 反对禁酒的
vi. 变湿
vt. 使...湿"
whale,"n. 鲸
vi. 捕鲸
vt. 使惨败, 猛揍"
what,"pron. 什么
interj. 怎么, 多么
a. 什么的
adv. 到什么程度"
whatever,pron. 无论什么
wheel,"n. 轮子, 车轮, 轮, 方向盘, 旋转, 机构, 重要人物
vt. 使旋转, 转动, 使转向
vi. 旋转, 转弯, 盘旋"
when,"conj. 当...的时候
adv. 何时, 什么时候
pron. 什么时侯
n. 时间"
whenever,"conj. 每当
adv. 不论何时, 每逢"
where,"adv. 在哪里
pron. 哪里
n. 地点"
whether,"conj. 是否, 不论
pron. 两个中的哪一个"
which,"pron. 哪一个, 那一个"
while,"n. 一会儿, (一段)时间
conj. 当...的时候, 虽然
vt. 消磨"
white,"n. 白色, 洁白, 眼白, 白种人, 蛋白
a. 白色的, 纯洁的, 白种的, 苍白的, 空白的, 幸运的"
who,pron. 谁
whoever,"pron. 任何人, 无论谁"
whole,"n. 全部, 全体, 整体, 完全之体系
a. 所有的, 完整的, 完全的, 纯粹的"
whom,pron. 谁
whose,pron. 谁的
why,"adv. 为什么
n. 原因, 理由"
wide,"a. 宽的, 广阔的, 普遍的, 宽阔的, 广泛的, 一般的
adv. 广阔地, 遍及各处地, 广泛地
n. 大千世界"
widely,adv. 广泛地
wife,"n. 妻子, 太太, 夫人
"
wild,"n. 荒野, 荒地
a. 野性的, 野蛮的, 野生的, 失控的, 任性的, 杂乱的, 轻率的, 狂热的, 疯狂的
adv. 狂暴地, 失控地"
will,"n. 意志, 决心, 意愿, 意向, 干劲, 遗嘱
vt. 用意志的力量驱使, 决意, 愿意, 立遗嘱
vi. 下决心, 愿意
aux. 将, 愿意, 必须"
willing,"a. 乐意的, 自愿的, 甘愿的"
win,"vt. 赢得, 打胜, 成功
vi. 获胜, 达到, 影响
n. 胜利, 赢, 收益"
wind,"n. 风, 气息, 气味, 呼吸, 风声, 趋势, 空谈, 卷绕, 弯曲
vt. 使通风, 嗅出, 使喘气, 吹号角, 上发条, 缠绕, 包, 绞起, 吊起, 使弯曲, 使迂回
vi. 嗅出猎物, 吹响号角, 卷曲, 蜿蜒, 迂回, 缠绕"
window,"n. 窗户, 窗子, 窗口
vt. 给...开窗
"
windy,"a. 多风的, 风强的, 腹胀的, 吹牛的"
wine,"n. 葡萄酒, 果酒, 暗红色
v. (请)喝酒"
wing,"n. 翅膀, 翼, 机翼, 派别
vt. 给...装上翼, 飞过, 使飞, 空运, 增加...速度
vi. 飞行"
winner,"n. 胜利者, 优胜者
"
winter,"n. 冬季, 萧条期, 衰退期
a. 冬天的
vt. 使度过冬天
vi. 过冬"
wise,"a. 明智的, 慎虑的, 聪明的, 博学的, 狡猾的, 机灵的
vi. 知道
vt. 教导, 告诉, 劝导
n. 方法, 方式
"
wisely,"adv. 聪明地, 精明地"
wish,"n. 希望, 愿望, 祝愿, 命令, 请求
vt. 愿, 想要, 希望, 祝愿
vi. 希望"
with,"prep. 和...在一起, 以, 由于"
without,"prep. 没有, 不, 在...之外
adv. 在外面, 户外
n. 外面, 外部"
wolf,"n. 狼, 残忍贪婪之人, 极度穷困
vt. 狼吞虎咽, 大吃"
woman,"n. 女人, 妇女, 女仆
a. 女用的, 女性的, 妇女的
vt. 贬称...为女人, 使成女人腔"
wonder,"n. 奇迹, 惊奇, 惊愕
vt. 惊奇, 想知道
vi. 惊讶, 怀疑"
wonderful,"a. 令人惊奇的, 奇妙的, 极好的"
wood,"n. 木材, 木制品
vt. 植林于, 给...添加木柴
vi. 收集木材"
wooden,"a. 木制的, 呆笨的, 木然的"
wool,"n. 羊毛, 毛织物, 毛线, 绒线
"
woolen,"n. 毛制品
a. 羊毛的, 羊毛制的, 毛织的"
word,"n. 话, 消息, 词, 诺言, 命令
vt. 用言辞表达
"
work,"n. 工作, 劳动, 职业, 行为, 功, 作品, 成果, 产品, 工程
vi. 工作, 劳动, 做, 运转, 起作用, 被加工
vt. 使工作, 使转动, 开动, 使用, 经营, 使逐渐变得, 造成"
workday,"n. 工作日, (一天的)工作时数
"
worker,"n. 工人, 劳动者
"
world,"n. 世界, 地球, 宇宙, 万物, 世人, 人间, 领域, 世事, 世故, 社会生活, 大量
"
worried,"a. 担心的, 闷闷不乐的"
worry,"n. 担心, 烦恼, 忧虑, 苦恼, 撕咬
vt. 使烦恼, 使焦虑, 使苦恼, 困扰, 折磨, 撕咬
vi. 烦恼, 担心, 撕咬"
worse,"n. 更坏的事, 更恶劣的事, 败局
a. 更坏的, 更恶劣的
adv. 更坏地, 更恶劣地"
worst,"n. 最坏, 最坏的时候
a. 最坏的, 最恶劣的, 最不利的
adv. 最坏, 最糟"
worth,"n. 价值, 财产
a. 值...的, 值得的"
would,"aux. 将, 愿意"
wound,"n. 创伤, 伤口, 伤疤, 伤害, 痛苦
vt. 伤害, 损害, 使受伤
vi. 打伤, 伤害
wind的过去式和过去分词"
wounded,"a. 受伤的
"
write,"vt. 书写, 著述, 写, 写满, 写信给
vi. 写, 写字, 写信, 写作, 作曲
"
writer,"n. 作家, 撰稿者, 抄写员
"
wrong,"a. 错误的, 不正当的, 失常的
adv. 错误地"
X-ray,"X射线, X光, X光照片"
yard,"n. 码, 庭院, 工场
"
year,"n. 年, 年度, 年龄
"
yellow,"n. 黄色
a. 黄色的"
yes,"adv. 是
n. 是, 同意
v. 同意"
yesterday,"n. 昨天
adv. 昨天"
yet,"adv. 还, 尚, 仍然, 已经, 然而
conj. 然而"
yogurt,"n. 酸乳酪
"
you,"pron. 你, 你们"
young,"a. 年轻的, 无经验的, 朝气蓬勃的
n. 青年们, 幼小动物, 崽"
your,"pron. 你的, 你们的"
yours,"pron. 你的(东西), 你们的(东西)"
yourself,pron. 你自己
yourselves,pron. 你们自己
zebra,n. 斑马
zero,"n. 零, 零点, 零度, 无, 乌有, 最低点
a. 零的, 没有的
vt. 调零, 对(炮火等)作协调校正
"
zipper,n. 拉链
zoo,n. 动物园
