enable,"vt. 使能够
"
widespread,"a. 充分伸展的, 广布的, 普及的, 流传广的"
startle,"n. 惊愕, 惊恐
vt. 吃惊, 使惊愕
vi. 惊起"
startling,a. 令人吃惊的
stem,"n. 茎, 干, 柄, 船首, 血统, 堵塞物
vt. 摘掉茎, 装柄于, 阻止, 堵住, 逆行
vi. 堵住, 逆行"
strategy,"n. 战略, 策略
"
strategic,"a. 战略的, 战略上的
"
strike,"n. 罢工, 打击, 殴打
vt. 打, 撞击, 冲击, 侵袭, 取消, 结算, 打掉, 罢工, 刺透, 使生根, 遇见
vi. 打, 打击, 抓, 罢工, 搏动, 触礁, 敲, 响, 穿透, 打动"
striking,"a. 醒目的, 惊人的, 打击的, 罢工的
"
strikingly,"adv. 显著地, 惊人地, 引人注目地"
struggle,"n. 斗争, 努力, 奋斗
vi. 努力, 奋斗, 挣扎"
strive,"vi. 努力, 奋斗, 斗争"
stubborn,"a. 顽固的, 不听话的, 执拗的, 棘手的"
stubbornly,adv. 倔强地；顽固地
subsequent,"a. 后来的, 接下去的
"
subsequently,"adv. 后来, 随后"
subtle,"a. 敏锐的, 精细的, 狡猾的, 稀薄的, 灵巧的, 微妙的
"
surgeon,"n. 外科医生, 军医, 船医
"
surgery,"n. 外科, 手术, 手术室, 换球术"
attach,"vt. 附上, 使依附, 使附属, 使喜爱, 系, 缚
vi. 附属, 归属, 联系在一起
"
attachment,"n. 连接, 附属物, 连接物, 爱慕
"
detach,"vt. 使分离, 分遣
"
contact,"n. 联系, 交际, 熟人, 接触
vi. 接触, 联系
vt. 使接触"
maintain,"vt. 维持, 维修, 保持, 坚持, 供养, 主张
"
maintenance,"n. 维护, 保持, 维修, 生活费用, 坚持, 扶养
"
retain,"vt. 保持, 保有, 留住, 记得, 付定金聘请
"
sustain,"vt. 承受, 支持, 供养, 继续, 忍受, 蒙受, 证实, 准许
"
sustainable,"a. 足可支撑的, 养得起的, 可以忍受的"
sustainability,"n. 持续性, 能维持性, 永续性"
unsustainable,"a. 无法支撑的, 不能忍受的, 不可证实的
"
unsustainability,不可持续性
attain,"vt. 达到, 获得
vi. 达到"
obtain,"vt. 获得, 达到
vi. 流行, 得到公认"
obtainable,a. 能得到的
contain,"vt. 包含, 容纳, 控制
vi. 自制"
container,"n. 容器, 集装箱
"
entertain,"vt. 娱乐, 招待, 怀抱
vi. 款待"
entertainment,"n. 娱乐, 款待, 娱乐表演"
entertaining,"a. 使人愉快的, 有趣的"
entertainer,"n. 表演娱乐节目的人, 演艺人员"
protect,"vt. 防卫, 保护, 警戒
"
protection,"n. 保护, 防卫, 贸易保护制度
"
protective,"a. 给予保护的, 保护的
"
safeguard,"n. 保卫, 保护措施, 防护设施
vt. 保卫, 保护"
detect,"vt. 发现, 察觉, 探测
"
detective,"n. 侦探
a. 侦探的"
detector,"n. 发现者, 检验器, 检波器
"
architect,"n. 建筑师, 设计者, 缔造者"
architecture,"n. 建筑学, 建筑式样
"
architectural,"a. 有关建筑的, 建筑学的"
temporary,"a. 暂时的, 临时的
n. 临时工, 临时雇员
"
contemporary,"n. 同时代的人
a. 同时代的, 属于同一时期的"
tend,"vi. 走向, 有某种的倾向, 易于, 照顾, 注意
vt. 照料, 护理"
tendency,"n. 趋向, 倾向
"
trend,"n. 趋势, 倾向, 走向
vi. 倾向, 转向
"
tentative,"n. 试验
a. 试验性的, 暂时的"
attend,"vt. 参加, 照料, 伴随
vi. 专心于, 照顾, 服侍, 出席"
attendance,"n. 出席, 出席的人数, 照料
"
attendant,"n. 随从, 侍者, 出席者
a. 侍候的, 伴随的, 出席的, 在场的"
attendees,n. （会议等的）出席者( attendee的复数形式 )
intend,"vt. 计划, 打算, 意思是
"
intention,"n. 意图, 目的, 含义
"
intentional,"a. 故意的, 与目的有关的
"
intentionally,"adv. 故意地, 有意地"
unintentional,"a. 无心的, 不是故意的
"
unintentionally,"adv. 非故意地, 非存心地; 无意之中"
intense,"a. 非常的, 强烈的, 紧张的, 热情的
"
intensely,adv. 强烈地; 极度; 剧烈地
extend,"v. 扩充, 延伸, 伸展, 扩大
"
extensive,"a. 广的, 广泛的, 多方面的
"
extensively,"adv. 广大, 广延, 外延, 大面积(耕种), 粗放, 广博, 广泛, 广阔"
extension,"n. 延长, 扩充, 范围, 扩展名
a. 伸缩的
"
extent,"n. 范围, 程度, 区域
"
contend,"vi. 奋斗, 斗争, 竞争
vt. 为...斗争"
contention,"n. 争论, 争辩, 所持的论点
"
protest,"n. 抗议, 反对, 抗议书, 断言
v. 反对, 抗议, 断言"
contest,"n. 竞赛, 争论
vt. 竞争, 争取, 争辩
vi. 竞争"
testify,"v. 证明, 作证, 声明, 表明"
testimony,"n. 证言, 证据, 声明
"
attract,"vt. 吸引, 诱惑
vi. 有吸引力"
attraction,"n. 吸引, 吸引人的事物, 吸引力
"
attractive,"a. 吸引人的, 有魅力的
"
attractiveness,"[经] 吸引性, 有利可图"
unattractive,"a. 无吸引力的, 无魅力的, 乏味的, 不美的"
distract,"vt. 转移, 分心, 使发狂"
distraction,"n. 娱乐, 分心的事物, 分心
"
distracted,a. 心烦意乱的
undistracted,"a. 不分心的,注意力集中的,心神不烦乱的"
contract,"n. 合约, 婚约, 契约
vt. 使皱缩, 使缩短, 感染, 订约, 缔结
vi. 皱缩, 订约, 收缩"
contraction,"n. 收缩, 缩写式, 害病
"
contractor,"n. 立契约的人, 承包商
"
extract,"n. 榨出物, 精汁, 摘录, 选段
vt. (费力地)取出, 采掘, 榨取, 摘录, 吸取
"
extraction,"n. 抽出, 取出, 拔出术, 抽出物
"
transient,"n. 瞬, 短期居留者, 过境鸟, 瞬变现象
a. 短暂的, 易变的, 瞬变的, 路过的
"
transition,"n. 转变, 转换, 变迁, 过渡时期, 临时转调
"
transplant,"vt. 使移居, 移植, 使迁移
vi. 移居, 耐移植
n. 移居者, 移植"
transparent,"a. 透明的, 显然的, 清晰的
"
transparency,"n. 透明, 透明度, 透过性, 透明物, 清晰
"
tuition,"n. 学费, 讲授"
intuitive,a. 直觉的
intuitively,[计] 直觉地
target,"n. 目标, 靶子, 指标
vt. 对准, 订指标"
tedious,"a. 沉闷的, 冗长乏味的"
teenager,n. 十三岁到十九岁的少年
territory,"n. 领土, 领地, 版图, 地区, 活动范围
"
thorny,"a. 多刺的, 令人苦恼的"
threat,"n. 恐吓, 恶兆, 威胁
"
threaten,"vt. 恐吓, 威胁, 预示...的凶兆
vi. 威胁, 恫吓, 可能来临"
tolerate,"vt. 宽容, 容许, 有耐力"
tolerance,"n. 宽容, 忍受, 容忍, 容许量, 公差
"
tolerant,"a. 宽容的, 容忍的, (对冷、热)能耐的
"
toss,"n. 投掷, 抛, 摇摆, 震荡, 掷钱币决定
vt. 投掷, 猛抬, 摇荡, 使不安, 掷钱币决定
vi. 被到处扔, 摇摆, 颠簸, 辗转, 掷钱币决定某事"
tough,"n. 恶棍
a. 强硬的, 艰苦的, 坚固的, 坚韧的, 粗暴的, 咬不动的"
trace,"n. 痕迹, 踪迹, 微量, 迹线, 缰绳
vt. 追踪, 回溯, 描绘
vi. 追溯, 沿路走"
track,"n. 轨迹, 足迹, 径迹, 小道, 轨道, 磁轨, 途径
vt. 循路而行, 追踪, 通过, 用纤拉
vi. 追踪, 留下足迹, 沿轨道运行
"
trail,"n. 踪迹, 痕迹, 一串, 尾部, 小径, 持枪姿势
vt. 拖, 尾随, 追踪, 落后于, 开出路
vi. 拖曳, 垂下, 落后, 飘出, 蔓生"
trade,"n. 贸易, 商业, 交易, 生意, 职业, 顾客, 信风
vi. 进行交易, 做买卖, 经商, 对换, 购物
vt. 用...进行交换"
tragedy,"n. 悲剧, 惨案, 悲剧作品
"
tragic,"a. 悲惨的, 悲剧的"
trick,"n. 诡计, 欺诈, 谋略, 恶作剧, 习惯, 决窍
vt. 愚弄, 欺骗, 装饰
vi. 哄骗, 戏弄
a. 有决窍的, 特技的, 欺诈的, 漂亮的, 靠不住的"
tricky,"a. 狡猾的, 机敏的"
trigger,"n. 触发器, 扳机
vt. 触发, 发射, 引起
vi. 松开扳柄
"
triumph,"n. 凯旋, 胜利, 欢欣
vi. 得胜, 成功"
turbulent,"a. 狂暴的, 骚乱的, 紊乱的"
typical,"a. 典型的, 象征性的
"
typically,adv. 代表性地；作为特色地
adult,"n. 成人, 成虫
a. 成年的, 成熟的"
adulthood,"n. 成年
"
adolescent,"a. 青春期的, 青少年的
n. 青少年"
adolescence,"n. 青春期
"
ultimate,"n. 终极, 根本, 顶点, 基本原则
a. 终极的, 根本的, 极限的, 最远的, 最后的, 最大的"
ultimately,"adv. 最后, 最终
"
underestimate,"n. 低估
vt. 低估, 看轻"
undergo,"vt. 遭受, 经历, 忍受
"
underground,"n. 地下, 地铁, 地道, 秘密活动
a. 地下的, 秘密的
adv. 在地下, 秘密地"
undermine,"vt. 在...下面挖, 渐渐破坏, 暗地里破坏
"
underline,"vt. 在...下面划线, 作...的衬里, 强调
n. 下划线, 图下说明文字
"
undertake,"vt. 试图, 从事, 保证, 承担, 同意, 接受
"
underlie,"vt. 位于...之下, 成为...的基础"
underlying,"a. 在下面的
"
upset,"a. 弄翻的, 混乱的, 心烦的
vt. 弄翻, 颠覆, 推翻, 打乱, 使不适, 使心烦
vi. 翻倒"
upsetting,[化] 镦(粗); 镦锻
urban,"a. 都市的, 住在都市的, 习惯于都市的
"
suburban,"a. 郊外的, 郊区的, (贬)偏狭的, 土气的, 见识不广的
n. 郊区居民"
rural,"a. 乡下的, 田园的, 乡村风味的
"
urgent,"a. 紧急的, 急迫的, 催逼的
"
urgency,"n. 紧急, 催促
"
urge,"n. 冲动, 推动力, 迫切的要求
vt. 驱策, 力劝, 竭力主张, 推动
vi. 强烈要求"
utilize,vt. 利用
avoid,"vt. 避免, 防止, 撤消
"
vain,"a. 无价值的, 徒然的, 空虚的, 自负的, 愚蠢的"
vanish,"vi. 消失, 不见, 成为零"
value,"n. 价值, 价格, 购买力, 评价, 估价, 计算结果
vt. 评价, 估价, 重视
"
valuable,"a. 有价值的, 贵重的, 宝贵的, 可估价的
"
valueless,"a. 无价值的, 不值钱的
"
devalue,"vt.vi. 降低...的价值, 贬值, 降低价值, 使(货币)贬值
"
devaluation,"n. 降低价值, 贬值
"
overvalue,"vt. 估价过高, 过分尊重, 估计过高"
evaluate,"vt. 评估, 评价, 赋值"
evaluation,"n. 评估, 估价, 求值
"
valid,"a. 有确实根据的, 有法律效力的, 正当的, 正确的
"
invalid,"n. 病人, 残废者
a. 有病的, 无效的"
validity,"n. 有效性, 正确性
"
validation,"n. 批准, 确认
"
equivalent,"n. 同等物, 等价物, 相等物
a. 相等的, 相当的, 同意义的
"
available,"a. 可利用的, 可获得的, 有效的
"
availability,"n. 有效性, 可利用性, 可利用的人
"
prevail,"vi. 获胜, 流行, 盛行
"
prevalent,"a. 普遍的, 流行的"
prevalence,"n. 普遍, 流行, 广泛
"
prevailing,"a. 盛行很广的, 优势的, 主要的, 普遍的
"
worth,"n. 价值, 财产
a. 值...的, 值得的"
worthwhile,"a. 值得花时间的, 值得做的, 有真实价值的"
worthy,"n. 杰出人物
a. 有价值的, 可敬的, 值得的"
worthless,"a. 无价值的, 无益的, 无足轻重的
"
trustworthy,"a. 可信赖的
"
noteworthy,"a. 值得注目的, 显著的"
newsworthy,a. 有报导价值的
vary,"vt. 改变, 使多样化
vi. 变化, 有不同, 违反"
various,"a. 不同的, 各种的, 多方面的, 许多的, 个别的, 杂色的
"
variously,"adv. 各种各样, 种种, 不同, 多方面, 多才多艺, 许多, 各个, 个别, 杂色, 彩色"
variable,"n. 易变的事物, 变数, 可变物, 变量
a. 可变的, 不定的, 易变的, 变量的
"
variation,"n. 变更, 变化, 变种, 变奏
"
variety,"n. 多样, 种类, 变种, 杂耍
"
event,"n. 事件, 结果, 事情的进程, 竞赛项目
"
affair,"n. 事件, 事务, 恋爱事件"
eventually,"adv. 最后, 终于"
venture,"n. 冒险, 风险
vt. 敢于, 冒...的危险
vi. 冒险"
adventure,"n. 冒险, 冒险经历
v. 冒险"
adventurous,"a. 喜欢冒险的, 有进取心的, 危险的"
advance,"n. 前进, 进展, 行过的路程
vi. 前进, 进展, 提高, 上涨
vt. 使前进, 促进, 提出, 提高, 使提前, 预付
a. 前面的, 预先的"
advanced,"a. 在前的, 高级的, 先进的, 年老的
"
advancement,"n. 前进, 进步, 提升
"
advantage,"n. 优点, 便利, 好处, 优势
vt. 有助于"
disadvantage,"n. 缺点, 不利, 坏处"
advantaged,a. 占有利位置的；得天独厚的；有利的
disadvantaged,"a. 社会地位低下的, 生活条件差的, 被剥夺了基本权利的
"
convention,"n. 大会, 协定, 惯例, 约定
"
conventional,"a. 传统的, 习惯的, 约定的
"
unconventional,"a. 不依惯例的, 非传统的, 非常规的"
convenient,"a. 方便的, 合宜的
"
convenience,"n. 方便, 便利的事物, 方便的时候"
intervene,"vi. 插入, 调停, 干涉
"
intervention,"n. 插入, 介入, 调停
"
prevent,"v. 预防, 防止, 阻止, 妨碍"
prevention,"n. 阻止, 妨碍, 预防
"
revenue,"n. 收入, 岁入, 税收, 税务局
"
evade,"v. (巧妙地)逃脱, 规避, 逃避"
inevitable,"a. 不可避免的, 必然的
"
inevitably,adv. 不可避免地
version,"n. 一种描述, 版本, 译文
"
advertise,"vt. 做广告, 通知, 公布
vi. 做广告"
advertisement,"n. 广告, 启事, 广告宣传
"
advertising,"n. 广告业, 广告
a. 广告的
"
advertiser,"n. 做广告者, 广告客户
"
convert,"n. 皈依者, 改变宗教信仰者
vt. 使改变信仰, 转换, 兑换, 倒置
vi. 皈依
"
converse,"n. 相反的事物, 倒, 逆向
a. 相反的, 逆向的, 颠倒的
vi. 交谈, 谈话"
conversely,"adv. 相反, 逆, 颠倒, 反题, 反"
reverse,"n. 相反, 背面, 倒退, 挫折, 失败
a. 反面的, 相反的, 反向的, 颠倒的
vt. 使颠倒, 使逆转, 使倒退, 使反向
vi. 倒退, 反向, 倒转, 反转
"
controversy,"n. 论争, 辩论, 论战, 争论
"
controversial,"a. 争论的, 论争的, 被议论的"
diverse,"a. 不同的, 变化多的"
diversity,"n. 差异, 多样性
"
universe,"n. 宇宙, 星系, (思想等)范围"
universal,"a. 全世界的, 普遍的, 宇宙的, 通用的
n. 一般概念"
universality,"n. 普遍性, 一般性, 广泛性
"
convey,"vt. 传达, 运输, 转让
"
survey,"n. 纵览, 视察, 测量, 俯瞰, 调查
vt. 审视, 视察, 俯瞰, 通盘考虑
vi. 测量土地"
surveillance,"n. 监视, 监督
"
victim,"n. 受害人, 牺牲者, 牺牲品
"
vicious,"a. 邪恶的, 堕落的, 品性不端的, 恶毒的, 恶性的, 有错误的
"
convict,"n. 囚犯, 罪犯
vt. 宣告有罪, 使知罪"
conviction,"n. 定罪, 信服, 坚信
"
obvious,"a. 明显的, 明白的, 显然的, 平淡无奇的"
obviously,"adv. 显而易见地, 明显地"
evident,"a. 显然的, 明显的"
evidence,"n. 根据, 证据, 迹象
"
visible,"a. 看得见的, 明显的, 显然的
n. 可见物"
invisible,"a. 看不见的, 无形的
"
visibly,"adv. 看得见地, 明显地, 明白地"
visual,"a. 视觉的
"
visualize,"vt. 使看得见, 使具体化, 想象, 设想
vi. 想象, 显形"
revise,"n. 校订, 修正, 改样
vt. 校订, 修正, 校正"
revision,"n. 校订, 修正, 修订本, 修订版
"
supervise,"v. 监督, 管理, 指导"
supervision,"n. 监督, 管理
"
supervisor,"n. 管理者, 监督者, 指导者, 视导员
"
witness,"n. 证人, 目击者, 证据, 证词
vt. 目击, 作证, 证明, 表明
vi. 作证人, 作为证据"
view,"n. 视野, 风景, 见解, 视力, 观看, 视图, 指望, 意图, 印象
vt. 看, 考虑, 视察, 查看, 估量
"
interview,"n. 面谈, 访问, 接见, 面试
vt. 接见, 对...进行面谈(试)"
interviewer,"n. 会见者, 面谈者, 进行面试者"
interviewee,"n. 被接见者, 被采访者, 被面试者"
review,"n. 检讨, 复习, 回顾, 检阅, 评论
vt. 温习, 检讨, 评论, 再检察, 复审
vi. 复习功课, 写评论"
reviewer,"n. 评论者, 书评作者, 评论家, 剧评家, 报刊评论家"
vocal,"a. 嗓音的, 声音的, 有声的, 歌唱的
n. 元音, 声乐作品"
advocate,"n. 提倡者, 拥护者
vt. 主张, 提倡"
advocacy,"n. 拥护, 支持, 鼓吹, 辩护, 辩护术
"
vocation,"n. 职业, 天命, 天职, 才能, 行业
"
vocational,"a. 职业的
"
vivid,"a. 生动的, 鲜明的, 鲜艳的, 活泼的, 逼真的, 清晰的"
revive,"vt. 使苏醒, 使复兴, 使振奋, 回想起, 重播
vi. 苏醒, 复活, 复兴, 恢复精神"
revival,"n. 复兴, 复活, 恢复精神, 苏醒
"
survive,"vt. 比...活得长, 生存, 生还, 幸免于
vi. 活下来, 幸存"
survival,"n. 生存, 残存, 幸存者
a. 赖以生存的"
vital,"a. 生命的, 重要的, 充满活力的, 生死攸关的, 致命的
"
vitality,"n. 活力, 生命力
"
revitalize,"vt. 使恢复生气, 使复活, 使复兴"
vigor,"n. 精力, 活力"
vigorous,"a. 精力充沛的, 元气旺盛的, 茁壮的, 有力的"
vitamin,"n. 维生素
"
involve,"vt. 包括, 使陷于, 潜心于, 包围
"
involvement,"n. 卷入, 牵连, 包含, 困窘
"
evolve,"vi. 进展, 进化, 展开
vt. 使发展, 使推断出, 使进化"
evolution,"n. 进化, 发展, 进展, (气体)放出, 开方
"
revolve,"v. (使)旋转, 反复考虑, 循环出现"
revolution,"n. 革命, 大变革, 旋转, 转数, 循环
"
revolutionary,"n. 革命者, 革命党人
a. 革命的, 革命性的"
revolutionize,"vt. 向...鼓吹革命, 使发生革命性剧变"
volume,"n. 册, 卷, 体积, 容量, 大量, 许多, 份量, 音量
vi. 成团卷起
vt. 把...收集成卷
a. 大量的
"
volcano,n. 火山
vehicle,"n. 交通工具, 车辆, 传播媒介
"
will,"n. 意志, 决心, 意愿, 意向, 干劲, 遗嘱
vt. 用意志的力量驱使, 决意, 愿意, 立遗嘱
vi. 下决心, 愿意
aux. 将, 愿意, 必须"
willing,"a. 乐意的, 自愿的, 甘愿的"
unwilling,"a. 不愿意的, 勉强的
"
willingness,"n. 乐意, 心甘情愿, 愿意"
voluntary,"a. 自动的, 自愿的, 故意的, 志愿的, 自发的
n. 自愿行动, 志愿者, 自由调"
involuntary,"a. 自然而然的, 无意识的, 不知不觉的, 偶然的, 不随意的
"
volunteer,"n. 志愿者
a. 志愿的
v. 自愿"
vague,"a. 含糊的, 不清楚的, 茫然的"
verbal,"a. 用言辞的, 言语的, 口头的, 逐字的, 动词的
"
nonverbal,a. 不用语言的；不用动词的
verbally,"adv. 口头地, 非书面地"
verify,"vt. 证明, 查证, 证实, 检验, 校验
"
violence,"n. 猛烈, 暴力, 暴虐, 暴行
"
violent,"a. 暴力的, 猛烈的, 激烈的, 极端的, 凶暴的"
violently,"adv. 猛烈地, 激烈地, 极端地"
violate,"vt. 违犯, 亵渎, 违反, 侵犯, 妨碍
"
violation,"n. 违反, 违背, 妨碍
"
virtue,"n. 德行, 美德, 优点, 功效, 效力
"
virtual,"a. 实际上起作用的, 虚的, 实质的, 有效的, 事实上生效的
"
virtually,adv. 事实上
vote,"n. 投票, 选举, 选票, 表决, 选举权, 得票数
vi. 投票, 选举
vt. 投票选举, 投票决定, 公认, 使投票"
devote,"vt. 投入于, 献身"
devoted,"a. 投入的, 深爱的"
vulnerable,"a. 易受伤害的, 有弱点的, 易受影响的, 脆弱的, 成局的
"
vulnerability,"n. 易受伤, 易受责难, 易受伤部位
"
forward,"a. 向前的, 早的, 迅速的, 在前的, 进步的
vt. 促进...的生长, 转寄, 运送
adv. 向前地
"
backward,"adv. 向后地, 相反地
a. 向后的, 相反的
"
upward,"a. 向上的
adv. 以上"
worsen,"vt. 使更坏, 使恶化
vi. 变得更坏, 恶化"
