enable,"vt. 使能够
"
tumble,"n. 跌倒, 摔跤, 翻斤斗
vi. 翻倒, 摔倒, 倒塌, 滚动, 翻斤斗, 仓促地行动
vt. 使摔倒, 使滚翻, 弄乱"
bump,"n. 撞击, 肿块
vt. 碰撞
vi. 撞, 颠簸而行"
crash,"n. 哗啦声, 猛撞, 崩溃, 粗布
v. 撞碎, 破碎, (使)...坠毁
a. 速成的
"
crush,"n. 压碎, 粉碎, 群众, 迷恋
vt. 压破, 征服, 塞, 弄皱, 榨出
vi. 被压碎, 起皱, 挤"
smash,"n. 打碎, 粉碎, 打碎时哗啦声, 猛击, 扣球, 杀球, 经营失败, 破产, 硬币, 假硬币
a. 非常轰动的, 了不起的
vt. 打碎, 粉碎, 击溃, 使破产, 使裂变, 使用假硬币
vi. 碎裂, 猛撞, 破产, 扣球, 杀球
adv. 轰隆一声, 哗啦一声"
plunge,"n. 钻进, 跳进, 跳水, 跳水池, 猛跌, 落下, 投入, 开始从事, 盲目投资
vi. 投入, 投身于, 跳进, 陷入, 下降
vt. 使投入, 使插入, 使陷入, 使遭受"
collaboration,"n. 合作, 勾结
"
corrode,"vt. 使腐蚀, 侵蚀, 破坏
vi. 被侵蚀, 起腐蚀作用"
constitute,"vt. 构成, 组成, 任命
"
constituent,"n. 成分, 选民, 构成物
a. 构成的, 组织的, 选举的"
donate,v. 捐赠
ascribe,"vt. 归因于, 归咎于
"
designate,"vt. 指定, 指明, 称呼
a. 已选出而未上任的"
inaugurate,"vt. 开始, 举行...就职典礼"
entitle,"vt. 给...权利, 取名为, 给予名称, 叫做
"
delegate,"n. 代表
vt. 委派...为代表"
portray,"vt. 描绘, 描写, 描绘...的肖像"
impart,"vt. 给予, 传授, 告知"
culminate,"vi. 到绝顶, 达于极点, 达到高潮
vt. 使到绝顶, 使达到高潮"
hinge,"n. 铰链, 关键, 枢纽
vt. 装铰链
vi. 靠铰链移动, 依...而转移"
inflict,"vt. 施以, 加害, 使承受
"
shatter,"n. 碎片, 粉碎, 落叶, 喷洒
vt. 打碎, 使散开, 粉碎, 破坏
vi. 粉碎, 损坏, 脱落"
scatter,"n. 消散, 分散, 散播, 散射, 散布, 酒馆
vi. 散布, 散播, 消散
vt. 使消散, 使分散, 撒, 散布, 散播, 散射
"
stagger,"n. 蹒跚, 踌躇
vi. 蹒跚, 犹豫
vt. 使摇摆, 使踌躇, 交错, 错开
a. 交错的, 错开的"
paralyze,"vt. 使瘫痪, 使麻痹
"
paralyse,"vt. 使麻痹, 使瘫痪, 使无力, 使气馁, 终止
"
cripple,"n. 跛者, 残废
vt. 使跛, 使成残废, 削弱
a. 跛的, 残废的"
disable,"vt. 使失去能力, 使残废, (律)使无资格
"
sober,"a. 未醉的, 稳重的, 节制的, 严肃的, 不夸大的, 合理的, 朴素的
vt. 使醒酒, 使严肃
vi. 从醉里醒来, 变严肃"
drunk,"a. 喝醉了的
drink的过去式"
credible,"a. 可信的, 可靠的
"
contrary,"a. 相反的, 矛盾的, 对立的
n. 相反, 对立面
adv. 相反地"
critical,"a. 批评的, 决定性的, 危险的, 临界的
"
crucial,"a. 决定性的, 重要的, 严厉的
"
subordinate,"n. 属下, 附属物
a. 下级的, 次要的, 附属的
vt. 使居下位, 使服从"
cumulative,"a. 累积的
"
satisfactory,"a. 满意的, 赎罪的
"
satisfied,a. 感到满意的
terrific,"a. 非常好的, 极端的, 可怕的"
terrify,"vt. 使恐惧, 恐吓"
redundant,"a. 多余的, 过多的, 冗长的
"
trivial,"a. 琐碎的, 不重要的, 轻微的, 平常的"
versatile,"a. 多才多艺的, 万用的, 万向的"
partial,"a. 部分的, 偏袒的, 偏爱的
n. 分音"
slight,"n. 轻蔑, 怠慢
a. 轻微的, 纤细的, 脆弱的, 苗条的
vt. 轻视, 忽略, 怠慢"
minimal,"a. 最小的, 极微的, 最小限度的
"
minimize,"vt. 将...减到最少
vt. 最小化
vi. 最小化
"
minimise,"vt. 使减到最少/最小, 使降到最低限度, 使缩到最小, 极度轻视"
miniature,"n. 缩图, 小画像
a. 小规模的, 纤小的"
minimum,"a. 最小的, 最低的
n. 最小值
"
vacant,"a. 空的, 空白的, 空虚的, 空闲的, 茫然的, 空缺的
"
void,"n. 空虚, 空间, 空白, 空隙, 空虚感
a. 空的, 无效的, 无人的, 没有的, 无用的
"
blank,"n. 空格, 空白
a. 空白的, 空虚的, 完全的, 无色的
vi. 消失, 成为空白
vt. 使无效, 取消, 封锁
"
shallow,"n. 水浅的地方, 浅滩
a. 浅的, 肤浅的
v. (使)变浅"
mourn,"v. 哀悼, 忧伤, 服丧"
groan,"n. 呻吟, 叹息
vi. 呻吟, 抱怨, 受压迫
vt. 呻吟地说"
murmur,"n. 低语, 低声的怨言
vi. 低语, 低声而言
vt. 低声说"
cherish,"vt. 珍爱, 怀有, 爱护"
adore,"vt. 崇拜, 爱慕, 喜爱
vi. 崇拜, 爱慕"
immerse,"vt. 沉浸, 使陷入
"
trap,"n. 圈套, 陷阱, 诡计, 存水弯
vi. 设圈套, 设陷阱
vt. 诱捕, 诱骗, 抓住, 使受限制
"
soak,"n. 浸, 湿透, 大雨
vt. 使上下湿透, 浸, 吸入, 吸收, 浸洗掉
vi. 浸泡, 渗透"
dip,"v. 浸, 降下, 把(手、勺等)伸入, 舀取
n. 浸, 涉猎
"
submerge,"vt. 使浸水, 使陷入, 淹没
vi. 潜入水中"
emerge,"vi. 浮现, 形成, 出现, (事实)显露"
loom,"n. 织布机, 若隐若现的景象
vi. 朦胧地出现, 隐约可见, 可怕地出现"
nourish,"vt. 滋养, 使健壮, 怀有"
nurture,"n. 养育, 营养物, 培育
vt. 养育, 供给营养物, 教养"
nominate,"vt. 提名, 任命, 命名
"
appoint,"vt. 任命, 指定, 下令
"
appease,"vt. 抚慰, 缓解, 平息, 姑息
"
nickname,"n. 绰号, 昵称
vt. 给...取绰号, 叫错名字
"
clutch,"n. 抓紧, 掌握, 离合器, 一窝小鸡
vt. 抓住, 踩汽车离合器踏板
vi. 抓
"
clasp,"n. 扣子, 钩, 紧握
v. 扣紧, 紧握"
contrive,"v. 发明, 设计, 图谋"
fabulous,"a. 传说的, 寓言般的, 难以置信的"
gracious,"a. 亲切的, 慈善的"
prominent,"a. 卓越的, 显著的, 突出的, 凸出的"
significant,"a. 重要的, 有效的, 有含义的, 暗示的, 值得注意的"
considerable,"a. 相当的, 可观的, 重要的"
dominate,"v. 支配, 占优势"
predominant,"a. 占主导地位的, 卓越的
"
magnificent,"a. 华丽的, 高尚的, 宏伟的"
notorious,"a. 声名狼藉的, 臭名昭著的, 众人皆知的"
notable,"n. 著名人士, 值得注意之事物
a. 值得注意的, 显著的"
responsible,"a. 有责任的, 负责的, 责任重大的
"
prevail,"vi. 获胜, 流行, 盛行
"
prevalent,"a. 普遍的, 流行的"
epidemic,"n. 传染病, 流行病
a. 流行的, 传染性的"
prospect,"n. 景色, 展望
vt. 勘探, 勘察
vi. 勘探, 有前途"
retrospect,"n. 回顾, 追忆, 回溯
v. 回顾, 追忆"
prospective,"a. 预期的, 将来的
"
provocative,"a. 激发感情的, 挑拨的, 刺激的
n. 刺激物, 挑拨物, 兴奋剂"
domain,"n. 领域, 领土, 产业, 范围
"
scope,"n. 范围, 机会, 广度, 眼界, 观察仪器, 导弹射程
"
range,"n. 排, 行, 山脉, 范围, 行列, 射程
vt. 排列, 归类于, 使并列, 放牧
vi. 平行, 延伸, 漫游
"
rank,"n. 等级, 排, 横列, 队伍, 阶级
a. 茂密丛生的, 恶臭的, 十足的, 粗俗的
vt. 排列, 归类于, 把...分等
vi. 列为, 列队
n. 秩
"
commonplace,"n. 寻常事, 老生常谈, 普通的东西
a. 平凡的, 普通的"
transient,"n. 瞬, 短期居留者, 过境鸟, 瞬变现象
a. 短暂的, 易变的, 瞬变的, 路过的
"
elementary,"a. 初步的, 基本的
"
cautious,"a. 谨慎的, 小心的"
discreet,"a. 小心的, 慎重的"
decisive,"a. 决定性的, 坚定的, 果断的"
implicit,"a. 暗示的, 含蓄的, 固有的, 绝对的
"
conscious,"a. 有意识的, 知觉的, 觉察的
"
passion,"n. 激情, 酷爱, 热爱, 强烈感情, 耶稣受难(故事)"
optimistic,"a. 乐观的, 乐观主义的, 乐天的"
pessimistic,"a. 悲观的, 厌世的, 悲观主义的"
distress,"n. 苦恼, 贫困, 痛苦
vt. 使苦恼
a. 亏本出售的"
indifferent,"a. 漠不关心的, 无重要性的, 中立的
"
disregard,"n. 忽视, 漠视
vt. 忽视, 不顾"
neglect,"n. 疏忽, 忽略, 漏做
vt. 疏忽, 忽视, 不顾"
contempt,"n. 轻视, 轻蔑
"
despise,vt. 轻视
scorn,"n. 轻蔑, 藐视, 嘲笑, 被嘲弄的人
vt. 轻蔑, 不屑做"
esteem,"n. 尊敬, 尊重
vt. 尊敬, 尊重, 认为"
indefinite,"a. 模糊的, 不确定的, 无限的
"
finite,"a. 有限的, 有穷的, 限定的
n. 有限物"
seemingly,"adv. 看来似乎, 表面上看来"
gloom,"n. 忧郁, 暗处, 幽暗
vi. 变忧沉, 变黑暗
vt. 使忧郁, 使黑暗"
dizzy,"a. 晕眩的, 眼花缭乱的
vt. 使晕眩"
opaque,"n. 不透明物
a. 不透明的, 不传热的, 不传导的, 阴暗的
"
misery,"n. 痛苦, 悲惨, 不幸, 穷困"
obscure,"a. 模糊的, 昏暗的, 难解的, 晦涩的, 偏僻的, 微贱的, 无名的
vt. 使变暗, 隐藏, 使变模糊, 使难解"
eclipse,"n. 日食, 月食, (地位名誉等的)消失
vt. 引起日食, 引起月食, 使黯然失色"
prejudice,"n. 偏见, 成见, 侵害
vt. 使存偏见, 使有成见, 侵害"
bias,"n. 偏见, 斜纹
a. 偏斜的
adv. 偏斜
vt. 使有偏见
"
tackle,"n. 工具, 复滑车, 滑车, 装备, 扭倒
vt. 固定, 处理, 抓住
vi. 扭倒"
dim,"a. 暗淡的, 模糊的
vt. 使暗淡
"
conspicuous,"a. 显著的, 显眼的, 出众的"
ascertain,"vt. 确定, 查明
"
assert,"vt. 主张, 坚称, 断言
"
avert,"vt. 转开, 避免, 防止"
rectify,"vt. 订正, 矫正, 改正, 调正, 校正, 精馏, 整流
"
reclaim,"vt. 开垦, 改造, 感化, 纠正, 回收
vi. 喊叫, 抗议"
refrain,"n. 重复的话, 叠句, 副歌
vi. 节制, 避免, 克制"
refute,"vt. 反驳, 驳斥；驳倒"
expel,"vt. 驱逐, 逐出, 排出, 开除
"
exclude,"vt. 除外, 排除, 排斥
"
inclusive,"a. 包含的, 包括的"
restrict,"vt. 限制, 限定, 约束
"
radical,"n. 激进分子, 词根, 基础, 根式, 根
a. 激进的, 根本的, 基本的, 根的"
respective,"a. 分别的, 各自的"
irrespective,"a. 不顾的, 无关的, 没关系的"
frustrate,"vt. 挫败, 击败, 破坏
a. 无益的, 挫败的, 挫折的"
deport,"vt. 举止, 驱逐出境
"
deprive,"vt. 剥夺, 使丧失
"
afflict,"vt. 使苦恼, 折磨"
relieve,"vt. 减轻, 救济, 解除, 使免除, 换...的班, 使得到调剂, 使不单调, 衬托, 使显著
vi. 救济, 当替补投手, 呈鲜明突出"
jeopardize,"vt. 危害, 使受危困, 使陷危地"
jeopardise,"vt. 使受危险, 危及, 危害
"
eliminate,"vt. 除去, 排除, 剔除, 消除"
discharge,"vt. 卸下, 放出, 解雇, 拔染, 履行, 放电
vi. 卸货, 流出
n. 卸货, 流出, 放电"
dismiss,"vt. 解散, 开除, 解职
vi. 解散
"
emit,"vt. 发出, 放射, 发表(意见等), 散发, 发行
"
derive,"vt. 得自
vi. 起源"
dispatch,"vt. 派遣
n. 派遣, 急件
"
despatch,"v. 派遣
n. 派遣"
deduce,"vt. 推论, 演绎出
"
detach,"vt. 使分离, 分遣
"
decline,"n. 衰退, 跌落, 下降
vt. 使降低, 婉谢
vi. 下降, 衰落, 偏斜"
lessen,"vt. 减少, 缩小, 减轻
vi. 变小"
slip,"n. 滑, 滑行, 事故, 溜, 差错, 滑台, 下降, 插条, 后裔, 板条, 瘦长的年轻人
vi. 滑动, 滑倒, 失足, 溜走, 滑落, 犯错, 变坏
vt. 使滑动, 滑过, 摆脱, 闪开, 塞入, 从...取接枝
a. 滑动的, 滑移的, 活络的, 有活结的
"
slide,"n. 滑, 滑道, 山崩, 雪崩, 幻灯片
vt. 使滑动, 偷偷放入
vi. 滑动, 滑落, 不知不觉陷入, 偷偷地走"
glide,"n. 滑动, 滑过, 流水
vi. 滑动, 滑翔, 溜走, 流逝
vt. 使滑动"
deny,"v. 否认, 拒绝"
oppose,"vt. 反对, 以...对抗, 抗争
vi. 反对"
counter,"n. 计算器, 计算者, 柜台, 筹码
a. 反方向的, 相反的
adv. 反方向地, 相反地
"
refusal,"n. 拒绝, 推却, 优先决定权
"
betray,"vt. 出卖, 背叛, 辜负, 暴露
"
burial,"n. 埋葬, 葬礼
"
facility,"n. 容易, 灵巧, 设备
"
facilitate,"vt. 使容易, 促进, 帮助
"
furnish,"vt. 供给, 提供, 装设
"
equip,"vt. 装备, 配备
"
induce,"vt. 引诱, 招致, 归纳出, 感应
"
allocate,"vt. 分派, 分配
"
elicit,"vt. 引出, 推导出, 引起"
quota,"n. 配额, 限额
"
ratio,"n. 比, 比率
"
portion,"n. 部分, 一份, 命运, 嫁妆
vt. 分配, 给...嫁妆"
proportion,"n. 比例, 比率, 均衡, 部分, 面积
vt. 使成比例, 使均衡"
baffle,"vt. 困惑, 为难, 使挫折
vi. 徒作挣扎
n. 迷惑, 挡板"
mingle,v. (使)混合
provoke,"vt. 激怒, 惹起, 诱导
"
melt,"n. 熔化, 熔化物, 溶解
v. (使)熔化, (使)溶解, (使)消散, (使)变软"
tangle,"n. 缠结, 纠结的一团, 困惑, 纠纷, 混乱
vt. 使缠结, 缠住
vi. 缠结, 乱作一团"
huddle,"n. 杂乱一团, 混乱, 拥挤
vt. 把...挤在一起, 乱堆, 草率了事, 蜷曲
vi. 挤作一团, 蜷缩"
intervene,"vi. 插入, 调停, 干涉
"
incur,"vt. 招致, 蒙受, 遭遇
"
poke,"n. 刺, 戳, 袋子
vt. 戳, 捅, 拨弄, 刺
vi. 戳, 刺, 捅, 搜索, 伸出, 行动散慢
"
irritate,"vt. 激怒, 使发怒, 使兴奋, 使发炎
vi. 引起不快"
inspire,"vt. 使感动, 激发, 启示, 吸入, 鼓舞, 产生, 使生灵感
vi. 吸入, 赋予灵感"
hoist,"n. 升高, 起重机, 推动
v. 升起, 升高, 举起"
toss,"n. 投掷, 抛, 摇摆, 震荡, 掷钱币决定
vt. 投掷, 猛抬, 摇荡, 使不安, 掷钱币决定
vi. 被到处扔, 摇摆, 颠簸, 辗转, 掷钱币决定某事"
tow,"n. 拖, 拖绳, 拖轮
vt. 拖, 拉, 牵引"
hurl,"n. 用力的投掷
vt. 用力投掷, 发射, 愤慨地说出, 丢下
vi. 猛投, 猛掷"
intrigue,"n. 阴谋, 复杂的事
vi. 密谋, 私通
vt. 激起...的兴趣, 用诡计取得"
fascinate,"vt. 令人入神, 使着迷
vi. 入迷"
explicit,"a. 详述的, 清楚的, 直言的"
objective,"n. 目的, 目标, 宗旨, 宾格, 实物
a. 客观的, 如实的, 无偏见的, 宾格的"
subjective,"a. 主观的, 个人的
"
empirical,"a. 完全跟据经验的, 经验主义的
"
exceptional,"a. 例外的, 异常的, 特别的"
aspiration,"n. 热望, 志向, 渴望
"
assimilate,"vt. 使同化, 吸收, 使相拟, 把...比作
vi. 被吸收, 被同化"
absorb,"vt. 吸收, 使全神贯注, 同化, 买进, 理解, 承受, 忍受, 承担
"
intuition,"n. 直觉, 直觉的知识"
perception,"n. 知觉, 感觉, 领悟力, 获取
"
cognitive,"a. 认知的, 认识的"
fake,"n. 假货, 欺骗, 诡计
a. 假的
vt. 假造, 仿造
vi. 伪装"
decent,"a. 有分寸的, 得体的, 大方的"
patent,"n. 专利权, 许可证, 执照, 专利品, 素质
a. 专利的, 特许的, 显著的, 新奇的
vt. 取得...的专利权, 请准专利"
suspicious,"a. 可疑的, 多疑的, 怀疑的
"
tariff,"n. 关税, 关税表, 价格表, 收费表
vt. 课以关税
"
discount,"n. 折扣, 贴现率
vt. 打折扣
vi. 贴现"
version,"n. 一种描述, 版本, 译文
"
profound,"a. 极深的, 深厚的, 深刻的, 渊博的"
valid,"a. 有确实根据的, 有法律效力的, 正当的, 正确的
"
invalid,"n. 病人, 残废者
a. 有病的, 无效的"
upright,"a. 正直的, 诚实的, 公正的, 垂直的, 竖式的
"
gross,"n. 总数, 总量
a. 总共的, 未打折扣的, 恶劣的, 粗野的
vt. 总共收入"
solidarity,"n. 团结, 团结一致, 共同一致
"
luminous,"a. 发光的, 明亮的
"
exotic,"a. 异国的, 外来的
n. 外来人, 外来物, 舶来品"
gorgeous,"a. 华丽的, 灿烂的"
spectacular,"a. 公开展示的, 惊人的, 壮观的
n. 奇观, 惊人之举, 展览物"
spacious,"a. 广大的, 宽广的"
simultaneous,"a. 同时的, 同时发生的
"
spontaneous,"a. 自然的, 自发的, 未经琢磨的
"
homogeneous,"a. 同种的, 同质的, 齐性的
"
contemporary,"n. 同时代的人
a. 同时代的, 属于同一时期的"
instantaneous,"a. 即时的, 瞬间的, 猝发的
"
anonymous,"a. 姓氏不详的, 无名的, 无特色的
"
humor,"n. 幽默, 诙谐, 心情
vt. 迎合, 牵就, 顺应"
humour,"n. 幽默, 诙谐, 情绪, 体液
vt. 使满足, 迁就"
ambition,"n. 野心, 志向"
hospitality,"n. 款待, 亲切, 殷勤"
administration,"n. 行政, 管理, 政府机关
"
orient,"n. 东方, 东方诸国
a. 东方的
vi. 向东
vt. 使朝东, 使适应, 确定方向"
oriental,"n. 东方人, 亚洲人
a. 东方诸国的, 亚洲的, 东方的"
orientation,"n. 定方位, 适应, 向东方
n. 方向
"
hostile,"a. 敌人的, 怀敌意的, 敌对的
n. 敌对分子"
indignant,"a. 愤怒的, 愤慨的"
indignation,"n. 愤怒, 愤慨, 义愤"
humanity,"n. 人性, 人类, 博爱"
crisp,"a. 脆的, 新鲜的, 活泼的
v. (使)烘脆, (使)拳曲, (使)起皱
n. 松脆物"
fragile,"a. 易碎的, 脆的
"
feeble,"a. 微弱的, 衰弱的, 无效的
"
brisk,"a. 强烈的, 寒冷而干燥的, 活泼的
vt. 使活泼
vi. 活跃起来"
intricate,"a. 复杂的, 错综的, 缠结的, 难懂的"
subtle,"a. 敏锐的, 精细的, 狡猾的, 稀薄的, 灵巧的, 微妙的
"
initial,"n. 字首, 首字母
a. 开始的, 最初的, 字首的
vt. 用姓名的首字母签名"
initiate,"n. 入会, 开始
a. 新加入的
vt. 开始, 传授基本知识给"
internal,"a. 内在的, 国内的
"
fatal,"a. 致命的, 重大的, 命运注定的, 粗心的, 不幸的
"
tentative,"n. 试验
a. 试验性的, 暂时的"
excess,"n. 过度, 剩于, 超过, 超额
a. 过量的, 额外的"
disastrous,"a. 损失惨重的, 悲伤的"
exaggerate,"v. 夸大, 夸张"
flush,"n. 流溢, 面红, 旺盛, 发烧, 惊飞的鸟, 同花牌
a. 丰足的, 齐平的, 满盈的, 泛滥的
adv. 齐平地, 直接地
vi. 脸发红, 奔涌, 旺盛, 惊飞
vt. 淹没, 冲洗, 使脸红, 使激动, 使齐平, 使惊飞"
blush,"vi. 脸红, 羞愧
vt. 弄成红色
n. 脸红"
beam,"n. 横梁, 杆, 光线, 容光焕发
vi. 用梁支承, 微笑, 射出光线
vt. 照耀, 感到欣喜
"
ambiguous,"a. 不明确的, 模棱两可的
"
skeptical,"a. 怀疑论的, 怀疑的, 不可知论的
"
sceptical,"a. 怀疑论的, 怀疑的"
intelligible,"a. 可理解的, 易理解的, 纯概念性的"
ingenious,"a. 灵敏的, 精巧的, 聪明的"
ambitious,"a. 有野心的, 抱负不凡的, 雄心勃勃的"
stationary,"a. 不动的, 静止的, 不变的, 固定的, 停留的
"
aggressive,"a. 侵略的, 挑畔的, 进取的
"
enthusiastic,"a. 狂热的, 热心的, 热烈的"
considering,"prep. 就...而论
conj. 考虑到"
considerate,"a. 体贴的, 体谅的, 考虑周到的"
thoughtful,"a. 深思的, 体贴的"
complicate,"vt. 弄复杂, 使错综, 使恶化
vi. 变复杂"
complication,"n. 复杂化, 复杂情况
"
elaborate,"a. 精细的, 详尽的, 精心计划(或制作)的
vt. 详细地说明, 用心地制作, 发挥
vi. 变复杂, 作详细说明"
arbitrary,"a. 任意的, 武断的, 专治的, 霸道的"
negligible,"a. 可以忽略的, 不足取的, 无用的
"
sufficient,"a. 充分的, 足够的
"
ignorant,"a. 无知识的, 不知道的, 由无知产生的
"
drawback,"n. 缺点, 退税
"
handicap,"n. 障碍, 困难, 不利条件
vt. 加障碍于, 妨碍"
bruise,"n. 青肿, 挫伤, 擦伤
vi. 受伤, 擦伤
vt. 使受伤, 研碎"
blunder,"n. 大错, 大失策
vi. 失策, 跌跌撞撞地走, 犯错
vt. 做错"
revenge,"n. 报仇, 复仇, 报复
vt. 报仇, 报复"
reproach,"n. 责备, 耻辱
vt. 责备, 申斥, 使丢脸"
scandal,"n. 丑闻, 中伤, 耻辱, 反感, 流言蜚语
"
remedy,"n. 药物, 治疗法, 治疗, 补救, 赔偿
vt. 治疗, 补救, 矫正, 改善, 修补, 修缮"
therapy,"n. 治疗
"
revive,"vt. 使苏醒, 使复兴, 使振奋, 回想起, 重播
vi. 苏醒, 复活, 复兴, 恢复精神"
misfortune,"n. 不幸, 灾祸, 坏运气
"
plague,"n. 瘟疫, 天罚, 麻烦, 灾祸
vt. 折磨, 使苦恼, 使得灾祸"
flaw,"n. 缺点, 裂纹, 瑕疵, 一阵狂风
"
defect,"n. 缺点
"
deficit,"n. 赤字, 不足额
"
disposition,"n. 性情, 处置, 处理, 布置
"
discrepancy,"n. 不符合, 差异, 不相符之处
"
deem,"v. 认为, 相信"
acknowledge,"vt. 承认, 告知收悉, 答谢, 报偿
"
anticipate,"vt. 预期, 占先, 加速, 提前使用
"
manifest,"n. 载货单, 运货单, 旅客名单
a. 显然的, 明白的
vi. 显示, 出现
vt. 表明, 表现, 证明"
articulate,"a. 发音清晰的, 口才好的
vt. 明白地说, 以关节连接, 使成为系统的整体"
formulate,"vt. 用公式表示, 明确叙述, 制订
"
implement,"n. 工具, 器具, 手段
vt. 实现, 使生效, 执行"
demonstrate,"vt. 示范, 证明
vi. 示威"
reflection,"n. 反映, 沉思, 映像, 想法, 责难
"
reflexion,"[医] 反射[作用], 反折"
illuminate,"vt. 照明, 用灯装饰, 阐明, 说明, 使灿烂
vi. 照亮, 用灯装饰"
reproduce,"v. 繁殖, 再生, 复制, 生殖
"
reaction,"n. 反应, 反作用, 反动
"
reveal,"vt. 露出, 显示, 透露, 揭露, 泄露, (神)启示
n. 窗侧, 门侧"
leak,"n. 漏洞, 漏处, 漏出, 泄漏
vi. 漏, 泄漏
vt. 使渗漏"
disclose,"vt. 揭露, 透露
"
overlook,"vt. 俯瞰, 远眺, 没注意到
n. 眺望, 俯瞰到的景色"
relay,"n. 驿马, 替班, 中继, 接力
vt. 分程传递, 转播, 使接替
vi. 接力传送, 转播"
delete,"vt. 删除
"
compensate,"v. 偿还, 补偿, 付报酬"
offset,"n. 抵消, 把...并列, 旁系, 支管, 用胶印法印
vt. 弥补, 抵消, 胶印
vi. 装支管
n. 偏移量
"
balance,"n. 平衡, 差额
vi. 平衡, 相等
vt. 称, 权衡, 比较, 使平衡, 结算, 抵消"
cushion,"n. 垫子, 橡皮软垫
vt. 加垫褥, 缓冲, 掩盖"
supplement,"n. 补充物, 增刊, 补充, 补遗, 补编, 附录, 补角
vt. 补充, 增补"
commence,"v. (使)开始, 得学位"
complement,"n. 补足物, 补语, 补数
vt. 补充, 补足
"
compliment,"n. 称赞, 恭维, 敬意
vt. 称赞, 褒扬, 恭维"
flatter,"vt. 奉承, 阿谀, 使高兴
"
contaminate,"vt. 弄污, 弄脏, 污染, 毒害
"
pollute,"vt. 污染, 弄脏, 玷污
"
