enable,"vt. 使能够
"
performance,"n. 施行, 工作情况, 成绩, 行为, 表现, 演出
"
authority,"n. 权力, 当权者, 当局, 权威, 专家
"
identify,"vt. 识别, 认为...等同于, 确定, 使参与
vi. 一致, 认同"
identity,"n. 身份, 相同, 一致, 特性, 恒等式
"
justify,"vt. 替...辩护, 证明
vi. 证明合法
"
deserve,"vt. 该得到, 值得
vi. 应得报答"
breakthrough,"n. 突破
"
interpret,"vt. 解释, 演出, 翻译, 理解
vi. 翻译, 解释"
interpretation,"n. 解释, 演出, 翻译
"
translation,"n. 翻译, 译文, 转化, 调任, 平移, 转译
"
commentary,"n. 注释, 评论, 说明
"
judgment,"n. 裁判, 宣告, 判决书
"
judgement,"n. 审判, 判决, 判断
"
jury,"n. 陪审团, 评判委员会
a. 应急的"
justice,"n. 正义, 公平, 公正, 正确, 司法, 审判"
judicial,"a. 法庭的, 公正的, 审判上的, 司法的
"
sue,"vt. 控告, 起诉, 请求
vi. 提出诉讼, 提出请求"
evidence,"n. 根据, 证据, 迹象
"
evident,"a. 显然的, 明显的"
definite,"a. 明确的, 一定的
"
doubtless,"a. 无疑的, 确定的
adv. 无疑地, 确定地"
absolute,"a. 绝对的, 专制的, 完全的, 独立的
n. 绝对事物"
negative,"n. 否定, 否定语, 负数, 底片
a. 否定的, 消极的, 负的, 阴性的
n. 负数, 负值
"
positive,"a. 肯定的, 积极的, 有把握的
"
obvious,"a. 明显的, 明白的, 显然的, 平淡无奇的"
apparent,"a. 清晰可见的, 显然的, 表面上的
"
transparent,"a. 透明的, 显然的, 清晰的
"
appearance,"n. 出现, 露面, 外观, 外表, 出版
"
disappear,"vi. 消失, 不见"
vanish,"vi. 消失, 不见, 成为零"
arise,"vi. 站立, 出现, 起来"
ensue,"vi. 跟着发生, 继起
vt. 追求"
arouse,"vt. 唤醒, 鼓励, 引起
vi. 醒来"
haste,"n. 匆忙, 急忙"
hasty,"a. 匆匆的, 轻率的, 性怠的"
temporary,"a. 暂时的, 临时的
n. 临时工, 临时雇员
"
current,"n. 涌流, 趋势, 流
a. 流通的, 现在的, 当前的, 流行的
"
currency,"n. 货币, 通货, 流通, 通用
"
bribe,"n. 贿赂
vt. 贿赂, 收买
vi. 行贿"
abuse,"n. 滥用, 虐待, 恶习, 辱骂
vt. 滥用, 辱骂, 虐待"
corrupt,"a. 腐败的, 贪污的, 讹误充斥的
vt. 使腐烂, 腐蚀, 使恶化
vi. 腐烂, 堕落"
rot,"n. 腐烂, 腐蚀, 败坏
vi. 腐烂, 烂, 堕落, 憔悴
vt. 使腐烂, 使腐朽, 使堕落"
circulate,"v. (使)流通, (使)循环, (使)传播"
surround,"vt. 包围, 环绕, 围绕
n. 围绕物"
surroundings,"n. 环境, 周围的事物
"
circumstance,"n. 环境, 状况, 事件"
environment,"n. 环境, 外界, 围绕
"
cycle,"n. 周期, 循环, 自行车, 一段时间, 整套
vi. 循环, 轮转, 骑自行车
vt. 使循环, 使轮转
"
recycle,"vt. 使再循环, 重新利用, 再制
n. 再循环"
urgent,"a. 紧急的, 急迫的, 催逼的
"
inquire,"v. 询问, 问明, 查究"
enquire,v. 询问
investigate,"v. 调查, 审查"
explore,"v. 探险, 探测, 探究"
hunt,"n. 狩猎, 追捕, 搜寻, 猎区
vt. 狩猎, 打猎, 搜索
vi. 打猎, 猎食, 搜寻"
input,"n. 输入, 输入电路
vt. 输入
"
fatigue,"n. 疲乏, 疲劳
vt. 使疲劳, 使心智衰弱
vi. 疲劳
a. 疲劳的"
exhaust,"n. 排气, 排气装置, 废气
vt. 抽完, 用尽, 耗尽, 使精疲力尽
vi. 排气"
consume,"vt. 消耗, 消费, 消灭
vi. 耗尽, 毁灭"
discern,"v. 辨别, 看清楚, 了解"
distort,"vt. 扭曲, 歪曲
"
distract,"vt. 转移, 分心, 使发狂"
pursue,"vt. 追赶, 追踪, 追随, 追求, 实行, 继续, 从事
vi. 追赶, 继续"
exert,"vt. 发挥, 运用, 施以影响
"
scramble,"n. 攀缘, 爬行, 抢夺, 混乱, 紧急起飞
vi. 攀缘, 杂乱蔓延, 争夺, 拼凑, 匆忙
vt. 攀登, 扰乱, 使混杂"
hike,"n. 徒步旅行, 远足, 涨价, 提高
vi. 步行, 徒步旅行, 上升
vt. 使高涨, 拉起"
parade,"n. 游行, 炫耀, 阅兵
v. 游行, 炫耀, (使)列队行进"
displace,"vt. 移置, 替换, 转移"
disperse,"vt. 分散, 传播, 散开
vi. 分散
a. 分散的
"
discard,"vt. 丢弃, 抛弃
vi. 垫牌
n. 垫牌, 抛弃"
dissipate,"vt. 散失, 驱散, 浪费
vi. 消散, 放荡"
conceal,"vt. 隐藏, 掩盖, 隐瞒
"
retain,"vt. 保持, 保有, 留住, 记得, 付定金聘请
"
retention,"n. 保持, 留置, 保留, 保持力, 保留物, 记忆, 停滞, 固位
"
shield,"n. 盾, 防卫物, 保护者, 屏蔽
vt. 保护, 遮蔽, 屏蔽, 庇护, 挡开, 避开
vi. 起保护作用"
setback,"n. 挫折, 退步, 逆流"
disturb,"vt. 扰乱, 妨碍, 使不安
"
output,"n. 输出, 产品, 产量
"
flap,"n. 飘, 摆动, 拍打, 拍打声, 片状垂悬物
v. 拍打, 鼓翼而飞, 飘动"
slap,"n. 掴, 掌击, 侮辱, 拍击声
v. 拍击, 惩罚
adv. 正面地, 直接地, 突然地"
scratch,"n. 抓痕, 搔, 抓, 擦伤, 刮擦声, 乱写, 零分, 起跑线
vt. 搔, 抓, 挖出, 擦, 刮, 乱涂, 勾抹掉
vi. 搔, 抓, 发刮擦声, 勉强糊口
a. 碰巧的, 凑合的, 打草稿用的
"
fluctuate,"vi. 变动, 起伏, 动摇
vt. 使波动, 使动摇"
scrap,"n. 碎片, 残余物, 些微, 片断, 铁屑, 吵架
vt. 扔弃, 敲碎, 拆毁
vi. 互相殴打
a. 零碎拼凑成的, 废弃的"
screw,"n. 螺旋, 螺杆, 螺钉, 螺旋桨, 吝啬鬼
vt. 调节, 扭紧, 旋, 拧, 加强, 压榨, 勒索
vi. 转动, 旋, 拧"
scrape,"n. 刮, 擦, 挖, 擦痕, 刮擦声, 困境
vi. 刮掉, 擦掉, 刮出刺耳声
vt. 刮, 擦, 擦伤, 挖成, 积蓄"
chip,"n. 屑片, 薄片, 碎片
vt. 削, 切, 削成碎片, 使摔倒, 凿
vi. 削下屑片
"
shear,"n. 修剪, 剪下的东西, 大剪刀, 切变, 剪切机, 切
vt. 修剪, 割, 剥夺, 横越, 削剪
vi. 剪, 修剪, 剪羊毛, 切断"
stroke,"n. 笔划, 打, 中风, 抚, 摩, 冲程
vt. 划尾桨, 抚, 摩, 划去
"
vibrate,"vi. 振动, 颤动, 激动, 摇摆, 踌躇
vt. 使颤动, 使振动, 使摆动"
flutter,"n. 摆动, 鼓翼, 烦扰
vi. 摆动, 鼓翼, 烦扰
vt. 拍(翅), 使焦急
"
swing,"n. 摇摆, 振幅, 音律, 节奏, 涨落, 秋千, 旋转, 行动自由
vi. 摇摆, 悬挂, 旋转, 大摇大摆地走, 转向
vt. 挥舞, 使旋转, 使转向, 悬挂, 吊运
a. 旋转的, 悬挂的, 强节奏爵士音乐的"
exchange,"n. 交换, (电话)交换局, 交换机, 汇兑, 交易所
v. 交换, 交易, 兑换
"
transform,"vt. 使转换, 改变, 改造, 使...变形
vi. 改变, 转化, 变换
"
transition,"n. 转变, 转换, 变迁, 过渡时期, 临时转调
"
transmit,"vt. 传输, 传染, 传达, 遗传, 发射, 传播
vi. 发射信号, 留传下来
"
transaction,"n. 交易, 办理, 学报, 和解协议
"
transit,"n. 经过, 通行, 运输, 运输线, 转变
vt. 运送, 使通过, 经过
vi. 通过"
turnover,"n. 翻倒, 翻转, 半圆酥饼, 营业额, 流通, 周转
a. 可翻转的"
tempo,"n. 速度, 节奏, 进行速度, (棋的)一着"
transcend,"vt. 超越, 胜过"
transport,"n. 运输, 运输工具, 激动, 狂喜, 流放犯
vt. 传送, 运输, 流放
"
transplant,"vt. 使移居, 移植, 使迁移
vi. 移居, 耐移植
n. 移居者, 移植"
transfer,"n. 迁移, 移动, 传递, 转让, 转移, 过户, 汇兑, 换车
vt. 使转移, 调转, 调任, 改变, 传递, 转让
vi. 转移, 转学, 转职, 换车
"
traverse,"n. 越过, 横贯, 横断物, 屏障, 否认, 反驳
vt. 横过, 穿过, 经过, 详细研究, 反对, 在...来回移动
vi. 横越, 横断, 旋转, 来回移动
a. 横亘的, 横贯的"
elapse,"vi. 逝去, 过去
n. 逝去, 过去"
terminal,"n. 终端机, 终点, 末端, 极限, 终点站
a. 终点的, 定期的, 致死的, 结尾的, 末端的, 晚期的
"
terminate,"a. 有结尾的, (可)结束的
vi. 结束, 终止, 满期
vt. 使停止, 使结束, 使终止
"
overlap,"n. 重叠, 重复, 部分的同时发生
vt. 重叠, 重复, 与...同时发生
vi. 迭盖, 部分的同时发生
"
expire,"vi. 期满, 呼气, 断气
vt. 呼出"
perish,"vi. 毁灭, 丧生, 凋谢, 颓丧, 死亡, 腐烂
vt. 毁坏, 使麻木, 使丧生, 耗尽"
diffuse,"v. 散播, 传播
a. 散开的, 弥漫的"
diminish,"v. (使)减少, (使)变小"
preclude,"vt. 预先排除, 预防, 阻止, 妨碍
"
hamper,"n. 食篮, 阻碍物, 食盒
vt. 阻碍, 使困累, 妨碍, 牵制"
collide,"vi. 碰撞, 互撞, 抵触"
collision,"n. 碰撞, 冲突, 抵触
"
savage,"a. 未开化的, 野蛮的, 无礼的, 残酷的, 原始的, 粗鲁的, 未开发的
vt. 用暴力对付, 凶猛攻击
n. 原始人, 粗鲁人"
fierce,"a. 凶猛的, 猛烈的, 热烈的, 暴躁的"
crumble,"v. (使)粉碎, (使)成为碎屑, 瓦解, 崩溃, 败落"
coincide,"vi. 一致, 符合
"
stumble,"n. 绊倒, 蹒跚而行, 失足
vt. 使绊倒, 使困惑
vi. 绊倒, 失足, 失策, 犯错, 蹒跚, 踌躇"
tumble,"n. 跌倒, 摔跤, 翻斤斗
vi. 翻倒, 摔倒, 倒塌, 滚动, 翻斤斗, 仓促地行动
vt. 使摔倒, 使滚翻, 弄乱"
bump,"n. 撞击, 肿块
vt. 碰撞
vi. 撞, 颠簸而行"
crash,"n. 哗啦声, 猛撞, 崩溃, 粗布
v. 撞碎, 破碎, (使)...坠毁
a. 速成的
"
crush,"n. 压碎, 粉碎, 群众, 迷恋
vt. 压破, 征服, 塞, 弄皱, 榨出
vi. 被压碎, 起皱, 挤"
smash,"n. 打碎, 粉碎, 打碎时哗啦声, 猛击, 扣球, 杀球, 经营失败, 破产, 硬币, 假硬币
a. 非常轰动的, 了不起的
vt. 打碎, 粉碎, 击溃, 使破产, 使裂变, 使用假硬币
vi. 碎裂, 猛撞, 破产, 扣球, 杀球
adv. 轰隆一声, 哗啦一声"
plunge,"n. 钻进, 跳进, 跳水, 跳水池, 猛跌, 落下, 投入, 开始从事, 盲目投资
vi. 投入, 投身于, 跳进, 陷入, 下降
vt. 使投入, 使插入, 使陷入, 使遭受"
collaboration,"n. 合作, 勾结
"
corrode,"vt. 使腐蚀, 侵蚀, 破坏
vi. 被侵蚀, 起腐蚀作用"
constitute,"vt. 构成, 组成, 任命
"
constituent,"n. 成分, 选民, 构成物
a. 构成的, 组织的, 选举的"
donate,v. 捐赠
ascribe,"vt. 归因于, 归咎于
"
designate,"vt. 指定, 指明, 称呼
a. 已选出而未上任的"
inaugurate,"vt. 开始, 举行...就职典礼"
entitle,"vt. 给...权利, 取名为, 给予名称, 叫做
"
delegate,"n. 代表
vt. 委派...为代表"
portray,"vt. 描绘, 描写, 描绘...的肖像"
impart,"vt. 给予, 传授, 告知"
culminate,"vi. 到绝顶, 达于极点, 达到高潮
vt. 使到绝顶, 使达到高潮"
hinge,"n. 铰链, 关键, 枢纽
vt. 装铰链
vi. 靠铰链移动, 依...而转移"
inflict,"vt. 施以, 加害, 使承受
"
shatter,"n. 碎片, 粉碎, 落叶, 喷洒
vt. 打碎, 使散开, 粉碎, 破坏
vi. 粉碎, 损坏, 脱落"
scatter,"n. 消散, 分散, 散播, 散射, 散布, 酒馆
vi. 散布, 散播, 消散
vt. 使消散, 使分散, 撒, 散布, 散播, 散射
"
stagger,"n. 蹒跚, 踌躇
vi. 蹒跚, 犹豫
vt. 使摇摆, 使踌躇, 交错, 错开
a. 交错的, 错开的"
paralyze,"vt. 使瘫痪, 使麻痹
"
paralyse,"vt. 使麻痹, 使瘫痪, 使无力, 使气馁, 终止
"
cripple,"n. 跛者, 残废
vt. 使跛, 使成残废, 削弱
a. 跛的, 残废的"
disable,"vt. 使失去能力, 使残废, (律)使无资格
"
sober,"a. 未醉的, 稳重的, 节制的, 严肃的, 不夸大的, 合理的, 朴素的
vt. 使醒酒, 使严肃
vi. 从醉里醒来, 变严肃"
drunk,"a. 喝醉了的
drink的过去式"
credible,"a. 可信的, 可靠的
"
contrary,"a. 相反的, 矛盾的, 对立的
n. 相反, 对立面
adv. 相反地"
critical,"a. 批评的, 决定性的, 危险的, 临界的
"
crucial,"a. 决定性的, 重要的, 严厉的
"
subordinate,"n. 属下, 附属物
a. 下级的, 次要的, 附属的
vt. 使居下位, 使服从"
cumulative,"a. 累积的
"
satisfactory,"a. 满意的, 赎罪的
"
satisfied,a. 感到满意的
terrific,"a. 非常好的, 极端的, 可怕的"
terrify,"vt. 使恐惧, 恐吓"
redundant,"a. 多余的, 过多的, 冗长的
"
trivial,"a. 琐碎的, 不重要的, 轻微的, 平常的"
versatile,"a. 多才多艺的, 万用的, 万向的"
partial,"a. 部分的, 偏袒的, 偏爱的
n. 分音"
slight,"n. 轻蔑, 怠慢
a. 轻微的, 纤细的, 脆弱的, 苗条的
vt. 轻视, 忽略, 怠慢"
minimal,"a. 最小的, 极微的, 最小限度的
"
minimize,"vt. 将...减到最少
vt. 最小化
vi. 最小化
"
minimise,"vt. 使减到最少/最小, 使降到最低限度, 使缩到最小, 极度轻视"
miniature,"n. 缩图, 小画像
a. 小规模的, 纤小的"
minimum,"a. 最小的, 最低的
n. 最小值
"
vacant,"a. 空的, 空白的, 空虚的, 空闲的, 茫然的, 空缺的
"
void,"n. 空虚, 空间, 空白, 空隙, 空虚感
a. 空的, 无效的, 无人的, 没有的, 无用的
"
blank,"n. 空格, 空白
a. 空白的, 空虚的, 完全的, 无色的
vi. 消失, 成为空白
vt. 使无效, 取消, 封锁
"
shallow,"n. 水浅的地方, 浅滩
a. 浅的, 肤浅的
v. (使)变浅"
mourn,"v. 哀悼, 忧伤, 服丧"
groan,"n. 呻吟, 叹息
vi. 呻吟, 抱怨, 受压迫
vt. 呻吟地说"
murmur,"n. 低语, 低声的怨言
vi. 低语, 低声而言
vt. 低声说"
cherish,"vt. 珍爱, 怀有, 爱护"
adore,"vt. 崇拜, 爱慕, 喜爱
vi. 崇拜, 爱慕"
immerse,"vt. 沉浸, 使陷入
"
trap,"n. 圈套, 陷阱, 诡计, 存水弯
vi. 设圈套, 设陷阱
vt. 诱捕, 诱骗, 抓住, 使受限制
"
soak,"n. 浸, 湿透, 大雨
vt. 使上下湿透, 浸, 吸入, 吸收, 浸洗掉
vi. 浸泡, 渗透"
dip,"v. 浸, 降下, 把(手、勺等)伸入, 舀取
n. 浸, 涉猎
"
submerge,"vt. 使浸水, 使陷入, 淹没
vi. 潜入水中"
emerge,"vi. 浮现, 形成, 出现, (事实)显露"
loom,"n. 织布机, 若隐若现的景象
vi. 朦胧地出现, 隐约可见, 可怕地出现"
nourish,"vt. 滋养, 使健壮, 怀有"
nurture,"n. 养育, 营养物, 培育
vt. 养育, 供给营养物, 教养"
nominate,"vt. 提名, 任命, 命名
"
appoint,"vt. 任命, 指定, 下令
"
appease,"vt. 抚慰, 缓解, 平息, 姑息
"
nickname,"n. 绰号, 昵称
vt. 给...取绰号, 叫错名字
"
clutch,"n. 抓紧, 掌握, 离合器, 一窝小鸡
vt. 抓住, 踩汽车离合器踏板
vi. 抓
"
clasp,"n. 扣子, 钩, 紧握
v. 扣紧, 紧握"
contrive,"v. 发明, 设计, 图谋"
fabulous,"a. 传说的, 寓言般的, 难以置信的"
gracious,"a. 亲切的, 慈善的"
prominent,"a. 卓越的, 显著的, 突出的, 凸出的"
significant,"a. 重要的, 有效的, 有含义的, 暗示的, 值得注意的"
considerable,"a. 相当的, 可观的, 重要的"
dominate,"v. 支配, 占优势"
predominant,"a. 占主导地位的, 卓越的
"
magnificent,"a. 华丽的, 高尚的, 宏伟的"
notorious,"a. 声名狼藉的, 臭名昭著的, 众人皆知的"
notable,"n. 著名人士, 值得注意之事物
a. 值得注意的, 显著的"
responsible,"a. 有责任的, 负责的, 责任重大的
"
prevail,"vi. 获胜, 流行, 盛行
"
prevalent,"a. 普遍的, 流行的"
epidemic,"n. 传染病, 流行病
a. 流行的, 传染性的"
prospect,"n. 景色, 展望
vt. 勘探, 勘察
vi. 勘探, 有前途"
retrospect,"n. 回顾, 追忆, 回溯
v. 回顾, 追忆"
prospective,"a. 预期的, 将来的
"
provocative,"a. 激发感情的, 挑拨的, 刺激的
n. 刺激物, 挑拨物, 兴奋剂"
domain,"n. 领域, 领土, 产业, 范围
"
scope,"n. 范围, 机会, 广度, 眼界, 观察仪器, 导弹射程
"
range,"n. 排, 行, 山脉, 范围, 行列, 射程
vt. 排列, 归类于, 使并列, 放牧
vi. 平行, 延伸, 漫游
"
rank,"n. 等级, 排, 横列, 队伍, 阶级
a. 茂密丛生的, 恶臭的, 十足的, 粗俗的
vt. 排列, 归类于, 把...分等
vi. 列为, 列队
n. 秩
"
commonplace,"n. 寻常事, 老生常谈, 普通的东西
a. 平凡的, 普通的"
transient,"n. 瞬, 短期居留者, 过境鸟, 瞬变现象
a. 短暂的, 易变的, 瞬变的, 路过的
"
elementary,"a. 初步的, 基本的
"
cautious,"a. 谨慎的, 小心的"
discreet,"a. 小心的, 慎重的"
decisive,"a. 决定性的, 坚定的, 果断的"
implicit,"a. 暗示的, 含蓄的, 固有的, 绝对的
"
conscious,"a. 有意识的, 知觉的, 觉察的
"
passion,"n. 激情, 酷爱, 热爱, 强烈感情, 耶稣受难(故事)"
optimistic,"a. 乐观的, 乐观主义的, 乐天的"
pessimistic,"a. 悲观的, 厌世的, 悲观主义的"
distress,"n. 苦恼, 贫困, 痛苦
vt. 使苦恼
a. 亏本出售的"
indifferent,"a. 漠不关心的, 无重要性的, 中立的
"
disregard,"n. 忽视, 漠视
vt. 忽视, 不顾"
neglect,"n. 疏忽, 忽略, 漏做
vt. 疏忽, 忽视, 不顾"
contempt,"n. 轻视, 轻蔑
"
despise,vt. 轻视
scorn,"n. 轻蔑, 藐视, 嘲笑, 被嘲弄的人
vt. 轻蔑, 不屑做"
esteem,"n. 尊敬, 尊重
vt. 尊敬, 尊重, 认为"
indefinite,"a. 模糊的, 不确定的, 无限的
"
finite,"a. 有限的, 有穷的, 限定的
n. 有限物"
seemingly,"adv. 看来似乎, 表面上看来"
gloom,"n. 忧郁, 暗处, 幽暗
vi. 变忧沉, 变黑暗
vt. 使忧郁, 使黑暗"
dizzy,"a. 晕眩的, 眼花缭乱的
vt. 使晕眩"
opaque,"n. 不透明物
a. 不透明的, 不传热的, 不传导的, 阴暗的
"
misery,"n. 痛苦, 悲惨, 不幸, 穷困"
obscure,"a. 模糊的, 昏暗的, 难解的, 晦涩的, 偏僻的, 微贱的, 无名的
vt. 使变暗, 隐藏, 使变模糊, 使难解"
eclipse,"n. 日食, 月食, (地位名誉等的)消失
vt. 引起日食, 引起月食, 使黯然失色"
prejudice,"n. 偏见, 成见, 侵害
vt. 使存偏见, 使有成见, 侵害"
bias,"n. 偏见, 斜纹
a. 偏斜的
adv. 偏斜
vt. 使有偏见
"
tackle,"n. 工具, 复滑车, 滑车, 装备, 扭倒
vt. 固定, 处理, 抓住
vi. 扭倒"
dim,"a. 暗淡的, 模糊的
vt. 使暗淡
"
conspicuous,"a. 显著的, 显眼的, 出众的"
ascertain,"vt. 确定, 查明
"
assert,"vt. 主张, 坚称, 断言
"
avert,"vt. 转开, 避免, 防止"
rectify,"vt. 订正, 矫正, 改正, 调正, 校正, 精馏, 整流
"
reclaim,"vt. 开垦, 改造, 感化, 纠正, 回收
vi. 喊叫, 抗议"
refrain,"n. 重复的话, 叠句, 副歌
vi. 节制, 避免, 克制"
refute,"vt. 反驳, 驳斥；驳倒"
expel,"vt. 驱逐, 逐出, 排出, 开除
"
exclude,"vt. 除外, 排除, 排斥
"
inclusive,"a. 包含的, 包括的"
restrict,"vt. 限制, 限定, 约束
"
radical,"n. 激进分子, 词根, 基础, 根式, 根
a. 激进的, 根本的, 基本的, 根的"
respective,"a. 分别的, 各自的"
irrespective,"a. 不顾的, 无关的, 没关系的"
frustrate,"vt. 挫败, 击败, 破坏
a. 无益的, 挫败的, 挫折的"
deport,"vt. 举止, 驱逐出境
"
deprive,"vt. 剥夺, 使丧失
"
afflict,"vt. 使苦恼, 折磨"
relieve,"vt. 减轻, 救济, 解除, 使免除, 换...的班, 使得到调剂, 使不单调, 衬托, 使显著
vi. 救济, 当替补投手, 呈鲜明突出"
jeopardize,"vt. 危害, 使受危困, 使陷危地"
jeopardise,"vt. 使受危险, 危及, 危害
"
eliminate,"vt. 除去, 排除, 剔除, 消除"
discharge,"vt. 卸下, 放出, 解雇, 拔染, 履行, 放电
vi. 卸货, 流出
n. 卸货, 流出, 放电"
dismiss,"vt. 解散, 开除, 解职
vi. 解散
"
emit,"vt. 发出, 放射, 发表(意见等), 散发, 发行
"
derive,"vt. 得自
vi. 起源"
dispatch,"vt. 派遣
n. 派遣, 急件
"
despatch,"v. 派遣
n. 派遣"
deduce,"vt. 推论, 演绎出
"
detach,"vt. 使分离, 分遣
"
decline,"n. 衰退, 跌落, 下降
vt. 使降低, 婉谢
vi. 下降, 衰落, 偏斜"
lessen,"vt. 减少, 缩小, 减轻
vi. 变小"
slip,"n. 滑, 滑行, 事故, 溜, 差错, 滑台, 下降, 插条, 后裔, 板条, 瘦长的年轻人
vi. 滑动, 滑倒, 失足, 溜走, 滑落, 犯错, 变坏
vt. 使滑动, 滑过, 摆脱, 闪开, 塞入, 从...取接枝
a. 滑动的, 滑移的, 活络的, 有活结的
"
slide,"n. 滑, 滑道, 山崩, 雪崩, 幻灯片
vt. 使滑动, 偷偷放入
vi. 滑动, 滑落, 不知不觉陷入, 偷偷地走"
glide,"n. 滑动, 滑过, 流水
vi. 滑动, 滑翔, 溜走, 流逝
vt. 使滑动"
deny,"v. 否认, 拒绝"
oppose,"vt. 反对, 以...对抗, 抗争
vi. 反对"
counter,"n. 计算器, 计算者, 柜台, 筹码
a. 反方向的, 相反的
adv. 反方向地, 相反地
"
refusal,"n. 拒绝, 推却, 优先决定权
"
betray,"vt. 出卖, 背叛, 辜负, 暴露
"
burial,"n. 埋葬, 葬礼
"
facility,"n. 容易, 灵巧, 设备
"
facilitate,"vt. 使容易, 促进, 帮助
"
furnish,"vt. 供给, 提供, 装设
"
equip,"vt. 装备, 配备
"
induce,"vt. 引诱, 招致, 归纳出, 感应
"
allocate,"vt. 分派, 分配
"
elicit,"vt. 引出, 推导出, 引起"
quota,"n. 配额, 限额
"
ratio,"n. 比, 比率
"
portion,"n. 部分, 一份, 命运, 嫁妆
vt. 分配, 给...嫁妆"
proportion,"n. 比例, 比率, 均衡, 部分, 面积
vt. 使成比例, 使均衡"
baffle,"vt. 困惑, 为难, 使挫折
vi. 徒作挣扎
n. 迷惑, 挡板"
mingle,v. (使)混合
provoke,"vt. 激怒, 惹起, 诱导
"
melt,"n. 熔化, 熔化物, 溶解
v. (使)熔化, (使)溶解, (使)消散, (使)变软"
tangle,"n. 缠结, 纠结的一团, 困惑, 纠纷, 混乱
vt. 使缠结, 缠住
vi. 缠结, 乱作一团"
huddle,"n. 杂乱一团, 混乱, 拥挤
vt. 把...挤在一起, 乱堆, 草率了事, 蜷曲
vi. 挤作一团, 蜷缩"
intervene,"vi. 插入, 调停, 干涉
"
